Page ID,Page name,Disclaimer,Amount spent (TRY),Number of ads in Library
122193617537005,Haberettr,HABERET MEDYA AJANSI VE PRODÜKSİYON LİMİTED ŞİRKETİ,6184,2
562429187164086,Hilmi Türkmen,Üsküdar Belediyesi,5804,1
146234755411446,Mirasımız Derneği,(MİRASIMIZ) Kudüs ve Civarındaki Osmanlı Mirasını Koruma ve Yaşatma Derneği,3936,4
107754875610654,10 Haber,10 Haber,3356,8
180404128680446,Dr. Şadi YAZICI,Dr. Şadi YAZICI,2763,2
115219274900927,Smatip1_cinar,Emrah Bilaloglu,1539,2
111162852275902,Uluslararası Af Örgütü Türkiye Şubesi,Uluslararası Af Örgütü Türkiye Şubesi,1511,12
103375823077684,Kurukahveci Mehmet Efendi Mahdumları 1871,Evren Noyan Kalay,1198,1
100964136258105,Erdoğan Çiftcioğlu,Erdoğan Çiftcioğlu,1002,1
210636876843,Türkiye Gençlik Birliği (TGB),Türkiye Gençlik Birliği-TGB,811,4
226410901315304,Areda Survey,Areda Survey,793,24
842962915908391,Seçim Oyunu,These ads ran without a disclaimer,617,2
100701695747178,Usta Kasap,Şenpiliç Gıda Sanayi A.Ş.,354,2
144295649058307,Ekrem İmamoğlu,Ekrem İmamoğlu,314,2
979723055374953,Ninova Eğitim ve Diller Kulübü,These ads ran without a disclaimer,313,1
821150371248664,Özgürlük Araştırmaları,Özgürlük Araştırmaları,293,3
102901412166877,ankamob72,These ads ran without a disclaimer,266,1
220319391464566,Vahap Akay,Vahap Akay,258,1
199303673445174,Setur,These ads ran without a disclaimer,254,1
427667890724620,Tarkan Akıllı,Tarkan Akıllı,248,1
111936405162038,Hanen ben Salah - حنان بن صالح,Hanen ben Salah - حنان بن صالح,222,1
103285814499773,Hikmet Yalım Halıcı,Hikmet Yalım Halıcı,198,2
1706624339582436,Tüsiar Araştırma Danışmanlık Ltd.Şti,TÜSİAR ARAŞTIRMA DANIŞMANLIK LTD ŞTİ,193,7
100659843069244,صحيفة العنوان الإعلامية,These ads ran without a disclaimer,187,1
346006742126033,Bornova Belediyesi,Bornova Belediyesi,183,2
108199998165906,Seydi Tahsin Güngör,Seydi Tahsin Güngör,183,1
