Location name,Amount spent (CAD)
Alberta,3684
British Columbia,7354
Manitoba,1242
New Brunswick,1157
Newfoundland and Labrador,564
Northwest Territories,142
Nova Scotia,1608
Nunavut,≤100
Ontario,15483
Prince Edward Island,141
Quebec,9340
Saskatchewan,1560
Unknown,≤100
Yukon,103
