Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
1621692424754301,Minderoo Foundation,Minderoo Foundation,8410,23
110627367235865,Australian Government,Australian Government,6420,20
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,4514,443
532962446729390,Australian Families,Department of Social Services,3863,49
299753643444311,AEC,Australian Electoral Commission,3186,30
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,2636,84
101589645013040,Thrive by Five,Thrive By Five,2629,17
104180525925926,Fair Australia,Advance Australia,1861,18
494820897261439,Bank Australia,Bank Australia,1813,50
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1748,58
10113538711,WWF-Australia,WWF-Australia,1511,11
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,1428,15
1776727752614025,Glencore,Glencore Australia,1359,14
350996037887,Beyond Zero Emissions,Beyond Zero Emissions,1331,42
845410525497100,Launch Housing,Launch Housing,1309,56
160054227468,World Vision Australia,World Vision Australia,1204,12
119271104477423,Essential Medicine Shortages,The Pharmacy Guild of Australia,1190,17
171208803080734,Simon Birmingham,Simon Birmingham,1027,16
89794331215,Oxfam,Oxfam Australia,1018,104
536780606335962,Michelle Landry,Michelle Landry,894,6
113998151684022,Referendum News,Advance Australia,817,25
102329728050606,Yes23,Yes23,807,27
182564410468,Australia for UNHCR,Australia for UNHCR,730,78
108695110952294,Greens MPs,Greens MPs,701,8
105140971475089,Chuffed.org - Australia,Chuffed.org,686,3
117806591312470,Not Enough,Advance Australia,668,18
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,648,22
352953834815624,Jason Wood MP,Jason Wood MP,607,8
2232624883416629,Melissa McIntosh MP,Melissa McIntosh MP,579,37
345960425540557,The Climate Council,The Climate Council,576,26
101791315693,Destiny Rescue,Destiny Rescue,572,29
231341250224498,Australian Ethical Investment,Australian Ethical Investment,537,64
149648047339,Save the Children Australia,Save the Children Australia,460,39
425487554863185,First Peoples' Assembly of Victoria,First Peoples' Assembly of Victoria,460,36
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,437,99
316480331783930,Australian Unions,Australian Unions,414,99
157812980921536,Environmental Defenders Office,Environmental Defenders Office,412,96
157481181070130,Indigenous Employment Australia,Indigenous Employment Australia,411,93
106867582081714,"Department of Climate Change, Energy, the Environment and Water","Department of Climate Change, Energy, the Environment and Water",397,4
148322645565800,Andrew Wallace - LNP Federal Member for Fisher,Andrew Wallace MP,393,2
10852627380,World Animal Protection Australia,World Animal Protection Australia,388,33
948595148496917,Andrew Hastie,Andrew Hastie,364,23
332509390785960,Angie Bell MP,Angie Bell MP,360,2
145262132264710,Angus Taylor MP,Angus Taylor MP,357,5
399509993393842,Senator Anne Ruston,Senator Anne Ruston,354,18
101317875732604,Dr Sophie Scamps,Sophie Scamps,347,4
104389532222332,Solutions,Solutions for Australia,339,6
362805317148988,Keith Pitt,Keith Pitt,332,6
8422338499,The Wilderness Society,The Wilderness Society,321,38
109529059078471,Australian Himalayan Foundation,Australian Himalayan Foundation,286,14
147373667055,Senator Nick McKim,Senator Nick McKim,283,2
107678622277462,Biathlete,These ads ran without a disclaimer,282,6
1452904361600284,Rio Tinto,These ads ran without a disclaimer,282,1
486290621414640,Australian Government Department of Health and Aged Care,Australian Government Department of Health,279,2
92824008332,Plan International Australia,Plan International Australia,255,53
100985621597016,LGBTQ Domestic Violence Awareness Foundation,LGBTQ Domestic Violence Awareness Foundation,251,2
