Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,1595
Bicol Region,4440
Cagayan Valley,3338
Calabarzon,23094
Caraga,1980
Central Luzon,12785
Central Visayas,9195
Cordillera Administrative Region,1467
Davao Region,9814
Eastern Visayas,3775
Ilocos Region,4514
Metro Manila,42867
Mimaropa,2914
Northern Mindanao,4594
Soccsksargen,4000
Unknown,≤100
Western Visayas,11674
Zamboanga Peninsula,3328
