Location name,Amount spent (CLP)
Antofagasta Region,101519
Araucanía Region,207503
Arica y Parinacota Region,36640
Atacama Region,30259
Aysén Region,12017
Bío Bío Region,304633
Coquimbo Region,141138
Los Lagos Region,141714
Los Ríos Region,51580
Magallanes y la Antártica Chilena Region,21417
Maule Region,130960
O'Higgins Region,158916
Santiago Metropolitan Region,904916
Tarapacá Region,43735
Unknown,3078
Valparaíso Region,224980
