Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
88342113892,Landvernd umhverfisverndarsamtök,Landvernd,18117,2
573559522797177,Flokkur fólksins,Flokkur Fólksins,11370,3
737169626371453,Heimildin,Stundin,6227,2
405625165041,Reykjavíkurborg,Reykjavíkurborg,4412,6
276600879474149,Icelandic Wildlife Fund,The Icelandic Wildlife Fund,2877,2
152804904889,Samfylkingin,Samfylkingin,2206,3
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,1973,2
108295544832396,Jóhann Páll Jóhannsson,Jóhann Páll Jóhannsson,1941,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1620,3
105986171646268,Diljá Mist,Diljá Einarsdóttir,1607,1
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,1508,2
123618754345051,Umhverfisstofnun,Umhverfisstofnun,1501,1
709976082356679,Samfylkingin í Kópavogi,Samfylkingin Kópavogi,1392,1
154893001218870,ADHD samtökin,ADHD samtökin,1253,4
250725931675,Forsætisráðuneytið,Forsætisráðuneytið,1138,3
824286591279546,Ágúst Bjarni Garðarsson / alþingismaður,Ágúst Bjarni Garðarsson,703,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,559,1
439162066281959,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,425,1
111830524657428,Flæði - Vatnsmeðferðir,These ads ran without a disclaimer,235,1
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100,1
1329593773802412,TransferGo Polska,These ads ran without a disclaimer,≤100,1
109888808553507,Neol,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
63306224439,Trip.com,These ads ran without a disclaimer,≤100,1
13204463437,"UNHCR, the UN Refugee Agency",These ads ran without a disclaimer,≤100,3
