Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
265075920177069,陸上自衛隊 Japan Ground Self-Defense Force,陸上自衛隊 Japan Ground Self-Defense Force,153075,47
108136530968730,おねがい社長！,These ads ran without a disclaimer,127388,20
475681929154100,国連UNHCR協会,国連UNHCR協会,72282,25
1904070096535109,スマート選挙,株式会社センキョ,52320,7
684161888345926,西日本新聞me,西日本新聞me,41414,32
110058508784307,ライズ・アップ・ジャパン,株式会社経営科学出版,30537,3
172980666081766,Seminars セミナーズ,These ads ran without a disclaimer,19125,4
382249355166494,講談社BOOK倶楽部,株式会社講談社,16912,1
101973635470022,大丸・松坂屋 Think GREEN,These ads ran without a disclaimer,15661,1
298060150283457,大分県日出町,大分県日出町,10145,24
1220981994590364,FT Partner Content,These ads ran without a disclaimer,8690,2
115411928125206,群馬県選挙管理委員会,群馬県選挙管理委員会,8011,1
425742864543901,GMOあおぞらネット銀行,These ads ran without a disclaimer,7580,2
148562291987208,ザ・ホワイトデンタルクリニック,These ads ran without a disclaimer,7421,8
497432614017950,"Yamato Human Capital, Inc.【ヤマトヒューマンキャピタル株式会社】",These ads ran without a disclaimer,7091,2
968050086653224,ベルエポック美容専門学校,These ads ran without a disclaimer,6175,2
482103555862015,株式会社Another works,These ads ran without a disclaimer,5463,1
111355778230463,Foonケアワーカー訪問看護事業部,These ads ran without a disclaimer,5107,1
102468941548369,宮城県民共済,宮城県民共済,4911,3
1714744818797426,在宅医療支援機構 株式会社,These ads ran without a disclaimer,4629,1
108437581751884,Nurse navi,These ads ran without a disclaimer,4420,1
109999181617168,株式投資諮問です,These ads ran without a disclaimer,3614,2
104331362680222,都知事杯オープンデータ・ハッカソン 事務局,These ads ran without a disclaimer,3109,1
231714123553902,株式会社アスマーク,株式会社アスマーク,2857,2
608965439169070,"Moderna, Inc.",These ads ran without a disclaimer,2703,13
676873696061766,ブレインコントロールコーチ　荒井隆秀,ブレインコントロールコーチ　荒井隆秀,2399,1
281777375260988,オッズパーク,These ads ran without a disclaimer,2334,2
100140329094518,ロータリーハウス不動産,These ads ran without a disclaimer,2107,1
107849953897740,美魔女ラボ,These ads ran without a disclaimer,1974,2
113556785039231,Beauty Flash,These ads ran without a disclaimer,1884,1
966598593356332,Invest-Top.1,These ads ran without a disclaimer,1878,1
103295175973977,りょんきち,These ads ran without a disclaimer,1785,1
448509025311887,株式会社サンクスホーム,These ads ran without a disclaimer,1509,1
202026293187145,鯖江市地域活性化プランコンテスト,特定非営利活動法人エル・コミュニティ,1383,2
105420495684018,Authense法律事務所,These ads ran without a disclaimer,1378,1
816089188468769,株式会社ラン・リグ,These ads ran without a disclaimer,1318,2
1850490095242229,武田塾 クルイトグループ,These ads ran without a disclaimer,1291,2
202026293187145,鯖江市地域活性化プランコンテスト,These ads ran without a disclaimer,1184,1
104533215755145,ZOE_Japan,ZOE Japan,1059,1
105253475603201,国学院大学北海道短期大学部,国学院大学北海道短期大学部,1046,3
195088317190451,グリーンピース・ジャパン,一般社団法人グリーンピース・ジャパン,996,2
118265307941993,大森ひこいち（大森彦一）おしの再起動！,大森ひこいち,961,2
111628957686367,Masaboooo,These ads ran without a disclaimer,942,1
113154441705767,不動産aiチャット-不動産のAIアシスタント,These ads ran without a disclaimer,912,1
