Location name,Amount spent (ARS)
Buenos Aires,1968047
Catamarca,202910
Chaco,178197
Chubut,85644
Ciudad Autónoma de Buenos Aires,353804
Corrientes,85317
Córdoba,2675560
Entre Rios,144444
Formosa,57184
Jujuy,414611
La Pampa,439213
La Rioja,196826
Mendoza,415098
Misiones,976153
Neuquén,44426
Río Negro,39627
Salta,2019015
San Juan,803124
San Luis,311825
Santa Cruz,38817
Santa Fe,560126
Santiago del Estero,43270
Tierra del Fuego,645250
Tucuman,442776
Unknown,691
