Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
68793499001,UNICEF,UNICEF with Facebook Ad Credits,559116,11
252185758819200,Babajide Sanwo-Olu,Babajide Sanwo-Olu,114324,2
105256562063637,Beta Naija Group,Beta Naija,78473,2
753031955030992,Atiku-Okowa.com,One Nigeria Movement,47801,4
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,38701,6
14312764639,Atiku Abubakar,The Atiku Campaign,32550,2
654180731859809,T-Police,T-Police,12572,4
105778879039427,Value Driven Leadership,Value Driven Leadership,10658,11
123838944328164,Rethink Nigeria,Rethink Nigeria,9429,2
660685641036325,Sandeco Group,Vincent Southey Effiong,8324,9
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,6899,4
101597856085318,Theokmovement,Olakunle Kosile,6773,1
100184822405750,Saliu Mustapha,Saliu Mustapha,6110,2
1248567965158274,Gafa TV,Gafa TV,5758,2
109328591880411,Peter Obi campaign Akwaibom state,Peter Obi campaign Akwaibom state,5443,6
161303029020,IOM - UN Migration,These ads ran without a disclaimer,5000,1
203857292983532,AviationCV.com,These ads ran without a disclaimer,4004,4
1600094170320323,Enormous FACTS,Enormous FACTS Magazine by MediaMall,3421,3
106955635517175,Petroleum Industry Act and You,The Nigerian Upstream Petroleum Regulator Commission,3114,3
102452759210207,Foreign Investment Network,Foreign Investment Network,2986,1
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,2927,2
112349224687773,Kufre Ekpoh,Kufre Imo Ekpoh,2891,3
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,2754,4
102169824695398,Rero TV,Oghenebrorhie Okotie,2500,5
105208365731340,F-SAO4Tinubu/Shettima2023,Emmanuel Oko,2284,2
120346118099706,BrandPower,BrandPower,2224,2
1566640256767644,AM Corporate Solutions Limited,Shuaibu Aliyu,2092,2
100202924924063,Page 36,Page 36,1811,9
194110890622942,Leadership News,Leadership News,1763,1
1598185900266723,Emeka Igwe Campaign Organization,Emeka Igwe,1671,2
101616276020711,Obidogo BENDE,Abia Vanguard,1655,2
101620952700531,Babandi Ibrahim,Babandi Gumel Ibrahim,1504,1
1746241522274014,Hajiya Maryam Mairo Aminu Waziri Tambuwal Online Forum,Amiru Adamu,1499,14
101622722635138,Advocacy For Good Governance,Nnadi Sunny,1481,3
117743160054780,RiversofHope,RiversofHope,1409,1
102225129139532,Dr. Okuji Oreh,Dr. Okuji Oreh,1363,1
316575672459262,Hon.Dr Ekene Augustine Aghasiefo,Hon.Dr Ekene Augustine Aghasiefo,1260,2
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,1226,3
102801582460165,SIM Media Volunteers,SIM Media Volunteers,1173,3
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,1163,1
913242715449176,Prophet Ekong Ituen Ministries,Ekong Ituen,1138,2
107676437643727,Inuwa Media Vanguard,Inuwa Media Vanguard,1134,1
248584495820796,Ibe Okwara for House of Representatives - Arochukwu/Ohafia Constituency,Ibe Okwara Support Group,1083,3
241499009731835,Ifeanyichukwu Ibezi,Ifeanyichukwu Ibezi,1039,1
109752333774968,Bishop Dr Emeka Nwankpa support Group,Chinaza Somtochukwu Ibeofokile,1012,2
2214806718737011,Umaru Mohammed Bago,Suleiman Danjuma Isah,950,1
100709739505179,Ahmed Umar Farouk Esq,Ahmed Umar Farouk,923,2
477385565779582,How to use abortion pill,These ads ran without a disclaimer,890,1
106249275554842,ONDcampaignteam,Michael Roche Ideva,890,1
105374827709614,Delta State Ministry of Girl Child Entrepreneurship & Development,These ads ran without a disclaimer,853,1
