Page ID,Page name,Disclaimer,Amount spent (TND),Number of ads in Library
59978261217,U.S. Embassy Tunis,U.S. Embassy Tunis,112,2
1417771368474782,بوابة تونس - Tunigate,These ads ran without a disclaimer,≤100,2
150253531687373,أخبار الآن - Akhbar Al Aan,These ads ran without a disclaimer,≤100,1
1717497868504337,Truth and Moments,These ads ran without a disclaimer,≤100,1
101416266129939,ياسين مامي - Yassine Mami,Hammamet Informatique Services,≤100,3
236505100490400,Follow,These ads ran without a disclaimer,≤100,1
118102328256809,Tunisie numerique,These ads ran without a disclaimer,≤100,1
116232578055472,SBH Education,These ads ran without a disclaimer,≤100,1
450326391674911,Allianz,These ads ran without a disclaimer,≤100,1
102407559822494,Training Centre in Communication (TCC Africa),These ads ran without a disclaimer,≤100,1
110522962130844,Carlos García,These ads ran without a disclaimer,≤100,1
109353154135430,E.N. Publishing,These ads ran without a disclaimer,≤100,1
100142840161003,Billy Gene Is A.I. & XR Marketing,These ads ran without a disclaimer,≤100,1
176104589110851,IEEE,These ads ran without a disclaimer,≤100,1
107708655613692,MyCont-Ent,These ads ran without a disclaimer,≤100,2
117710657862170,BelArabiyah بالعربية,These ads ran without a disclaimer,≤100,1
106403067788374,Buzz World,These ads ran without a disclaimer,≤100,1
