Location name,Amount spent (PKR)
Azad Kashmir,810
Balochistan,1378
Federally Administered Tribal Areas,234
Gilgit-Baltistan,572
Islamabad Capital Territory,1735
Khyber Pakhtunkhwa,9085
Punjab,24930
Sindh,10288
Unknown,≤100
