Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,11404,19
197231773673968,Syed Ikram Akbar Bukhari,These ads ran without a disclaimer,6358,3
108032181861181,Suno News HD,SUNO TV,5643,2
108032181861181,Suno News HD,Suno News HD,4988,5
122578684096711,Usman Ahmad Bhatti,Haider Munir,4733,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,4160,2
101091346256155,Rana Umer Shahzad PP 157,Rana Umer Shahzad PP 157,3556,10
105412451500076,Mian Hassan Yousaf,Mian Hassan Yousaf,2710,2
109493084543028,Four Corners with Tarar,NEXT TV,2415,1
467853533294193,Rana Sultan Ali Khan,Rana Sultan Ali Khan,2105,3
109120380422173,Rana Sajjad,Rana Sajjad Hussain,2045,1
388501561700814,Ch Tariq Irshad,Ch Tariq Irshad,1703,5
448981518645687,Chaudhary Shahid Bashir,Chaudhary Shahid Bashir,1624,4
977981842265214,Pukaar,Pukaar,1578,2
2086750308293510,Taftishi,Taftishi,1527,2
1892396577652908,Zahir Shah Toru,These ads ran without a disclaimer,1522,1
115756630242189,Gulmohar City Karachi,Zulfiqar Ahmed Khan,1514,2
104901805715054,Syeda Rubina Zahra Gardezi,Syeda Rubina Zahra Gardezi,1301,4
204305176293161,Alamgir Khan,Alamgir Khan,1298,1
1057231097783621,Karachi Airport Lions Eye Bank,Anas Shakeel,1022,1
106404676842052,ووٹ کو عزت دو,ووٹ کو عزت دو,1005,2
1484811075123691,Asarulislam,These ads ran without a disclaimer,920,1
101924462788498,travel agency,These ads ran without a disclaimer,785,1
105690462092880,MM News,M M DIGITAL (PRIVATE) LIMITED,781,2
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,706,1
105671218718437,Chaudhary Jehangir Ahmed,Chaudhary Jehangir Ahmed,663,1
100308592833663,Politics & Views,Politics & Views,649,2
