Location name,Amount spent (CLP)
Antofagasta Region,95787
Araucanía Region,84788
Arica y Parinacota Region,31820
Atacama Region,30573
Aysén Region,23416
Bío Bío Region,126069
Coquimbo Region,114889
Los Lagos Region,119578
Los Ríos Region,21975
Magallanes y la Antártica Chilena Region,12372
Maule Region,46851
O'Higgins Region,55730
Santiago Metropolitan Region,731671
Tarapacá Region,42494
Unknown,151
Valparaíso Region,98924
