Location name,Amount spent (CAD)
Alberta,9918
British Columbia,12926
Manitoba,2220
New Brunswick,1340
Newfoundland and Labrador,896
Northwest Territories,≤100
Nova Scotia,1624
Nunavut,≤100
Ontario,26177
Prince Edward Island,258
Quebec,16074
Saskatchewan,2511
Unknown,≤100
Yukon,≤100
