Page ID,Page name,Disclaimer,Amount spent (SAR),Number of ads in Library
102887594413672,MHAE,These ads ran without a disclaimer,≤100,1
109113900670410,Jar.elwared,These ads ran without a disclaimer,≤100,1
448980525194494,POLIMI Graduate School of Management,These ads ran without a disclaimer,≤100,1
100915505518880,tiktim1o,These ads ran without a disclaimer,≤100,1
101254395132311,The Place For Investment,These ads ran without a disclaimer,≤100,1
105862989077965,jjalb_alhabib_7,These ads ran without a disclaimer,≤100,2
109085061235648,AIM GEN Z' INTL,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,12
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
187461997935711,Unilever Careers,These ads ran without a disclaimer,≤100,1
21591025194,The University of Melbourne,These ads ran without a disclaimer,≤100,1
119267852806564,الجزيرة بودكاست,These ads ran without a disclaimer,≤100,1
178343122212676,Deafblind International (DbI),These ads ran without a disclaimer,≤100,1
1557231747832291,afikra,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
107006737684525,newcube,These ads ran without a disclaimer,≤100,1
108091988358295,Travels All Abroad,These ads ran without a disclaimer,≤100,1
606018839433507,Future for Advanced Research & Studies - FARAS,These ads ran without a disclaimer,≤100,1
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
112858818321323,الحدث بالدارجة,These ads ran without a disclaimer,≤100,1
