Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,18826112,3
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,6806374,7
110090765246136,Yanti Airlangga,Yayasan Golkar Institute SPKP,4812338,5
102712985995817,Sobat Airlangga Hartarto,Aditia Ramdani,2775830,41
197545083607941,Harian Kompas,Harian Kompas,1643128,15
105818752347206,Teman Airlangga Hartarto,Aditia Ramdani,1556320,34
522550394872544,"M Sarmuji, SE., MSi.",Muhammad Sarmuji,1231034,1
342449962923657,Berita Ganjar Pranowo,Ganjar Nusantara Indonesia,816658,8
116705041036588,Francine Widjojo,Francine Widjojo,734876,2
108308008686834,G24 Golkar Jabar,Yayasan Golkar Institut SPKP,713941,5
1716437738583378,Banten Dukung Ganjar,Ganjar Nusantara Indonesia,599998,2
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,578541,8
111864151754055,Esensi TV,Esensi Tv,489000,6
105124862343150,G24 Golkar Jateng,Yayasan Golkar Institut SPKP,446610,5
106883058905796,Tanda Seru,Aditia Ramdani,433121,15
104622532469179,Populis,Aditia Ramdani,432811,15
144214102401186,Maman Abdurrahman,Maman Abdurrahman,412219,7
106659018854198,G24 Golkar Jatim,Yayasan Golkar Institut SPKP,381049,5
101284185918970,Rumah Kita Riau,Ganjar Nusantara Indonesia,379236,2
102708602466860,Riau Dukung Ganjar,Ganjar Nusantara Indonesia,372465,2
813887722072071,Yayasan Pundi Amal Bakti Ummat,Yayasan Pundi Amal Bakti Ummat,355390,9
101428652793656,Readktif,Aditia Ramdani,331713,12
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,317623,12
104278069107924,G24 Golkar NTB,Yayasan Golkar Institute SPKP,308608,3
107314345341621,Zakiyuddin harahap,Zakiyuddin harahap,301179,12
102656349157647,Tugimanisme,Ganjar Nusantara Indonesia,295225,3
102672669369785,Suara Akar Bawah,Aditia Ramdani,294015,3
444318475704011,Yayasan Bangun Kecerdasan Bangsa,Yayasan Bangun Kecerdasan Bangsa,279545,3
109152778730274,Miea Kusuma,Yayasan Infobox,250264,2
217841272115804,Kabar Golkar,Yayasan Kabar Golkar,249782,1
39684526732,Wanda Hamidah,Yayasan Infobox,244281,2
256838011014355,Partai Gerakan Indonesia Raya (Gerindra),Partai Gerindra,242087,3
109614491898151,G24 Golkar NTT,Yayasan Golkar Institut SPKP,234554,4
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,215613,22
110342845095083,Insting Majalengka,Ganjar Nusantara Indonesia,213724,1
110120475117865,Subang Berdiskusi,Ganjar Nusantara Indonesia,213669,1
110706065058871,Tentang Indramayu,Ganjar Nusantara Indonesia,213376,1
109125065219055,Story Garut,Ganjar Nusantara Indonesia,212981,1
102185832591509,Bandung Raya Update,Ganjar Nusantara Indonesia,212433,1
