Location name,Amount spent (NOK)
Akershus,6324
Aust-Agder,676
Buskerud,2161
Finnmark,649
Hedmark,1295
Hordaland,3975
Møre og Romsdal,1809
Nord-Trøndelag,1518
Nordland,2520
Oppland,1409
Oslo,9207
Rogaland,3307
Sogn og Fjordane,682
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,4953
Telemark,1148
Troms,2027
Unknown,≤100
Vest-Agder,1421
Vestfold,1525
Østfold,2267
