Location name,Amount spent (USD)
Azuay Province,261
Bolívar Province,≤100
Carchi Province,≤100
Cañar Province,≤100
Chimborazo Province,147
Cotopaxi Province,112
El Oro Province,220
Esmeraldas Province,164
Galápagos Province,≤100
Guayas Province,1140
Imbabura Province,169
Loja Province,145
Los Ríos Province,273
Manabí Province,427
Morona-Santiago Province,≤100
Napo Province,≤100
Orellana Province,≤100
Pastaza Province,≤100
Pichincha Province,1121
Santa Elena Province,≤100
Santo Domingo de los Tsáchilas Province,125
Sucumbíos Province,≤100
Tungurahua Province,159
Unknown,≤100
Zamora-Chinchipe Province,≤100
