Page ID,Page name,Disclaimer,Amount spent (HUF),Number of ads in Library
543788999005363,ORIGO,Mediaworks Hungary Zrt.,239444,19
248172631940,Mandiner,Mediaworks Hungary Zrt.,149553,19
286759004682537,Tranzit,Kommentár Alapítvány,113634,1
191461774219575,hirado.hu,hirado.hu,110062,30
109503892404998,Világgazdaság,Mediaworks Hungary Zrt.,89261,8
169599166463839,Demokratikus Koalíció,Demokratikus Koalíció,80811,52
178362315106,European Parliament,European Parliament,71143,12
1534911313439123,Ripost,Ripost,64817,7
326635018181862,Magyar Nemzet,Mediaworks Hungary Zrt.,62439,7
153992771336740,Origo Sport,Mediaworks Hungary Zrt.,49548,7
264517713636590,PestiSracok.hu,PestiSrácok.hu,33444,8
451844608304228,Metropol,Metropol,28545,3
131283758531,HVG,HVG Kiadó ZRt.,27340,18
191946490841225,Dúró Dóra,Mi Hazánk Mozgalom,26064,1
108346693873484,Győrffy Balázs,Győrffy Balázs,26047,5
193702058028595,Lázár János,Lázár János hivatalos oldala,24215,4
193640214178356,Gyopáros Alpár,Gyopáros Alpár,21803,5
592204747588011,Momentum Mozgalom,Momentum Mozgalom,19660,1
1265353903615539,Oeconomus,Oeconomus,18509,24
265672590604606,Makronóm.Blog,Makronóm.Blog,17380,12
289633770813,UNICEF Magyarország,UNICEF Magyar Bizottság Alapítvány,16236,43
123910440019,Renew Europe,Renew Europe Group,15972,2
162344823835042,atlatszo.hu,atlatszo.hu,15637,9
1321667124617769,Dr. Kovács Zoltán,Dr. Kovács Zoltán,15113,2
331580946799,Borsonline - Bors Szórakoztató Napilap,Borsonline - Bors Szórakoztató Napilap,13955,2
76748198685,Budapest Pride,Budapest Pride,13301,4
851784814892644,Simicskó István,KDNP frakció,13161,3
47198507012,LMP - Magyarország Zöld Pártja,LMP - Magyarország Zöld Pártja,12881,2
106985754820218,Namman Muay Magyarország,These ads ran without a disclaimer,11599,1
1920158678081160,Nemzetpolitikai Államtitkárság,Nemzetpolitikai Államtitkárság,11266,2
788960034452071,Potápi Árpád János,Potápi Árpád János,11253,1
108248022589754,Bosch Magyarország,Bosch Magyarország,11192,9
447204268797621,RTL.hu,RTL.HU,11140,42
303640261940,Nemzeti Sport Online,Mediaworks Hungary Zrt.,10601,3
35634348348,Greenpeace Magyarország,Greenpeace Magyarország,10560,3
167604093409160,Promenad24,Dél-alföldi Média Centrum Kft.,9513,1
1059773170712510,Őri László,Őri László,9438,5
506348326210466,Ungár Péter,LMP - Magyarország Zöld Pártja,9380,3
135049793193159,IH Rendezvényközpont,Green Team Event & Marketing Kft.,9197,6
537817739693723,Brain Bar,Brain Bar,8892,5
1926735160968885,Válasz Online,Válasz Online,8788,5
134499066699216,Nyíregyháza MJV,Nyíregyháza MJV,8781,3
1408906262689093,Nyitrai Zsolt,Fidesz,8353,5
120800934626447,United Way Magyarország,United Way Magyarország,7666,2
304448239602944,Minden Doboz Visszajár,Minden Doboz Visszajár,7324,5
103922897650335,Bakos Bernadett,LMP - Magyarország Zöld Pártja,7257,3
125953004085398,Kemma.hu,Kemma.hu,7247,2
126893087354793,Európai Parlament,Európai Parlament,6975,6
1215492498464496,Angyal Károly,Angyal Károly,6964,4
102426795954406,Nobilis Márton,Nobilis Márton,6843,18
203158929827,Beol.hu Békés vármegyei online,Mediaworks Hungary Zrt.,6622,1
122922027734811,feol.hu,Mediaworks Hungary Zrt.,6406,1
308871671705,BAON Bács-Kiskun vármegyei Online,Mediaworks Hungary Zrt.,6196,1
103294948505659,Szánthó Miklós,Szánthó Miklós – Alapjogokért Központ,6164,5
189020783523,Mathias Corvinus Collegium - MCC,Mathias Corvinus Collegium Alapítvány,6110,6
142116653162328,Márki-Zay Péter,Márki-Zay Péter,6095,13
101897961290159,Momentum XVIII. kerület,Momentum Mozgalom,5844,2
887921287887805,Király Nóra,Király Nóra,5482,2
191946490841225,Dúró Dóra,Dúró Dóra,5438,1
146599018696771,NATO,NATO,5421,1
172936669443469,Dunaújvárosi Hírlap - duol.hu,Dunaújvárosi Hírlap - duol.hu,5210,1
143151351544,Színházi Olimpia 2023 / Theatre Olympics 2023,Szinházi Olimpia Nonprofit Kft.,5183,4
107760432613264,Sonline.hu - Somogy közösségi és hírportálja,Sonline.hu - Somogy közösségi és hírportálja,5154,1
334194676744991,Varga Zoltán Péter,Jobbik-Konzervatívok,5040,1
206829842043,Rétvári Bence,Rétvári Bence,4968,10
1627127484170228,NHC24,Mediaworks Hungary Zrt.,4926,1
129255963785124,Heol.hu,Heol.hu,4918,1
287770891404,Jobbik-Konzervatívok,Jobbik Magyarországért Mozgalom,4913,1
116905388345518,veol.hu,Mediaworks Hungary Zrt.,4903,1
296310837699,vaol.hu,Mediaworks Hungary Zrt.,4830,1
718997391564454,Énbudapestem,Budapest Főváros Önkormányzat,4817,1
113375923695023,Fidesz Budapest,Fidesz Budapest,4811,2
108451703856510,Szabó Bence,Momentum Mozgalom,4790,1
132593883577930,Dr. Keresztes László Lóránt,LMP - Magyarország Zöld Pártja,4769,1
134324809941862,Szoljon.hu,Mediaworks Hungary Zrt.,4763,1
781150971947219,Jakab Péter,A Nép Pártján,4705,4
276554411147,Szabolcs Online,Mediaworks Hungary Zrt.,4703,1
258636010813346,Delmagyar.hu,Mediaworks Hungary Zrt.,4695,1
2309737912651039,Péterffy Attila,Péterffy Attila,4687,1
160935777365,bama.hu - a baranyai hírportál,bama.hu - a baranya megyei hírportál,4636,1
276466898323,Hajdú Online,Mediaworks Hungary Zrt.,4538,1
506244332746545,TEOL.hu,TEOL.hu,4522,1
147633001941737,kisalfold.hu,kisalfold.hu,4499,1
183723231644096,Szita Károly,Szita Károly,4489,3
105140281027554,Hírnyolc,Hírnyolc,4464,2
