Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
241312696375349,National Education Union,National Education Union,6206,7
102639461303190,Fair Pay For All,Fair Pay For All,4942,144
7715002593,UNICEF UK,Unicef UK,4501,39
311627208673,WWF UK,WWF UK,4218,81
106626487721376,Amazon Europe,Amazon Europe,3910,22
9250349228,Greenpeace UK,Greenpeace UK,2793,39
13047522725,Crimestoppers,Crimestoppers,2555,31
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),2536,39
345463602161853,bp,bp,2442,1
45986010500,Barnardo's,Barnardo's,1754,28
186622728032,RSPB,RSPB,1625,120
799576543492660,The Week Junior,The Week Junior,1452,72
10677003998,Shelter,Shelter,1447,283
7043497714,Christian Aid,Christian Aid,1358,31
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1232,16
167898406587045,Holiday Extras,Holiday Extras,1077,7
35671512696,World Animal Protection UK,World Animal Protection UK,1004,57
33268280976,Disasters Emergency Committee (DEC),Disasters Emergency Committee (DEC),940,40
403187191250,Soccer Aid,UNICEF UK,895,115
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,875,24
121936349543,World Vision UK,World Vision UK,873,53
34044296391,Surfers Against Sewage,Surfers Against Sewage,755,116
10114144851,NSPCC,NSPCC,727,8
177855115588808,The Week UK,The Week UK,721,39
569834799727730,National Grid UK,National Grid UK,693,43
1660600037490738,Guardian Labs,Guardian Labs,642,16
117476785190,Save the Children UK,Save the Children UK,586,39
339810463063059,Conflict Of Nations : World War 3,These ads ran without a disclaimer,571,3
139695000173,Good Energy UK,Good Energy,527,167
220513170893,Ripple Effect,Send a Cow,519,6
123027101047606,Pancreatic Cancer UK,Pancreatic Cancer UK,489,13
101958682650112,ESG UK,Energy Saving Grants,479,50
18933990398,Stonewall,Stonewall UK,456,64
353224381469808,ifaw,IFAW,434,29
59367068326,The Ramblers,The Ramblers,433,32
1738524969810037,Mission India UK,Mission India UK,428,2
693990677314288,Royal London,Royal London,424,3
127031794038958,Blue Marine Foundation,Blue Marine Foundation,399,48
175338329150218,Help For Heroes,Help for Heroes,386,5
490007667679401,Hugh James,Hugh James,377,5
246872175166,Action Against Hunger UK,Action Against Hunger UK,361,114
195754307110390,Right To Life UK,Right To Life UK,348,24
220543443746,International Rescue Committee - UK,International Rescue Committee UK,345,21
18168505158,The Woodland Trust,Woodland Trust,327,5
47612991154,Dignity in Dying,Dignity in Dying,324,40
1382543595173440,Humane Society International - UK,Humane Society International - UK,324,3
7527864602,WaterAid UK,WaterAid UK,317,39
108951391565231,Help to Heat,Huw John Llewellyn,317,9
26698813123,British Red Cross,British Red Cross,312,20
158077247591710,Refuge,Refuge,311,28
25749647410,The Labour Party,The Labour Party,309,383
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,303,5
40952091012,Asthma + Lung UK,Asthma + Lung UK,300,13
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,295,9
274651352565844,Oltco Ltd,Oltco Ltd,289,131
7624294394,Amnesty International UK,Amnesty International UK,247,23
169042736456594,All Out,All Out,241,30
212038972186253,Transport for London,Transport for London,230,4
47496679743,The Climate Coalition,The Climate Coalition,222,33
23958741368,Southbank Centre,Southbank Centre,214,26
317158175535179,BitLife,These ads ran without a disclaimer,205,1
6406164817,Viva!,Viva! Vegan Charity,203,40
227427673437,Tree Aid,Tree Aid,198,21
112845639376,Refugee Action,Refugee Action,195,83
131891836851920,MAF UK,Mission Aviation Fellowship UK,193,22
290498754454402,European Movement UK,European Movement UK,185,5
105298484651843,SME Climate Hub,SME Climate Hub,183,29
1046117708754519,Care4Calais,Care4Calais,175,17
1863944713844924,Best For Britain,Best for Britain,174,20
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,167,41
134668059889798,Mercy Mission World,Mercy Mission World,165,9
110538548040758,Care2 UK,John Ayling & Associates,164,12
21038623537,Wellcome Collection,Wellcome Collection,162,27
346684596111093,KinKind,KinKind Ltd,155,10
2352224541726783,Cancard,Cancard,151,1
698773137204706,Give My View,Built-ID,142,4
198081311536,"Natural History Museum, London","Natural History Museum, London",141,11
101558386889,Shelter Scotland,Shelter Scotland,137,21
107485499287,Reprieve,Reprieve,134,21
135456716565905,Guardian Jobs,Guardian Jobs,132,16
208573062515662,Freedom from Torture,Freedom from Torture,131,40
238394282845251,The Big Issue,The Big Issue,130,1
10986039307,VSO,VSO,126,32
7950759473,Cancer Research UK,Cancer Research UK,120,1
111339325988454,The Coders Guild,The Coders Guild,118,12
89151782746,Fauna & Flora,Fauna & Flora International,116,91
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,115,25
249209468838241,Good Law Project,Good Law Project,114,64
112712550420527,Ekō UK,Ekō,113,2
100553032399423,The Fund for Global Human Rights UK,The Fund for Global Human Rights,109,12
40409120801,Refugee Council,Refugee Council,107,4
101417935420997,Future Ready Fuel,OFTEC,≤100,5
358706239805,Scope,Scope,≤100,3
1586251881644270,Keir Starmer,The Labour Party,≤100,178
388650307829032,Rachel Reeves,Rachel Reeves,≤100,10
104768005247443,Say No To WHO,Say no to WHO,≤100,7
547761111920012,Anglian Water - Love Every Drop,Anglian Water,≤100,4
199098633470668,LADbible,LADbible,≤100,3
106205865302441,Just Stop Oil,Just Stop Oil,≤100,4
112712550420527,Ekō UK,SumOfUs,≤100,2
102663112514642,Greater Manchester Violence Reduction Unit,Greater Manchester Combined Authority,≤100,3
37981137361,The Children's Society,The Children's Society,≤100,3
6366026879,Dogs Trust,Dogs Trust,≤100,23
108780457170240,Cut Carbon Not Forests,Cut Carbon Not Forests,≤100,1
104487412566017,Green_Energy_Assist,Green_Energy_Assist,≤100,2
1492802214270456,The Royal College of Surgeons of England,The Royal College of Surgeons of England,≤100,2
102652489284681,London Hair and Cosmetic Surgical Centre,Maziar Sadri,≤100,4
9695206314,Sustrans,Sustrans,≤100,10
1446491662056129,Just Treatment,Just Treatment,≤100,3
101255718164248,350 UK,350.org,≤100,16
8422578815,Soil Association,Soil Association,≤100,17
39556650565,League Against Cruel Sports,League Against Cruel Sports,≤100,4
159969930741814,The Wildlife Trusts,The Wildlife Trusts,≤100,5
104906609102724,Partanna,These ads ran without a disclaimer,≤100,1
2443299312347521,Green New Deal Rising,Green New Deal UK,≤100,3
314545075249245,Glasgow City Council,Spiritmedia Ltd.,≤100,1
7525251658,Virgin Unite,Virgin Unite,≤100,1
183578656917,Wellcome Trust,Wellcome Trust,≤100,21
268801635305,Breast Cancer Now,Breast Cancer Now,≤100,1
360132447199,Royal College of Nursing,Royal College of Nursing,≤100,30
111890118077986,Diesel Emissions,Diesel Emissions,≤100,40
603389616739829,Bite Back 2030,Bite Back 2030,≤100,7
18366996074,War on Want,War on Want,≤100,43
1608245282744484,Yorkshire and the Humber Labour Party,The Yorkshire and Humber Labour Party,≤100,1
164362913586214,Womankind Worldwide,Womankind Worldwide,≤100,14
6574632957,Unlock Democracy,Unlock Democracy,≤100,16
303760836322372,Bullen Healthcare,Bullen Healthcare,≤100,19
175067939218623,Mercy Corps - Europe,Mercy Corps Europe,≤100,1
1721275931466984,The Reclaim Party,The Reclaim Party,≤100,6
249306815145138,Equinor,These ads ran without a disclaimer,≤100,1
13655260370,Penguin Books,Penguin Books,≤100,8
143837658998810,WWT,Wildfowl and Wetlands Trust,≤100,4
1536244863288071,Terravesta,Terravesta,≤100,4
1591920221104299,More Than A Score,National Education Union,≤100,3
152625604758775,Hampshire County Council,Hampshire County Council,≤100,3
99745777276,Porchlight,Porchlight,≤100,3
134271016653249,World Jewish Relief,World Jewish Relief,≤100,3
109165895431377,Jake Richards - Fighting for Rother Valley,The Labour Party,≤100,1
114651147002520,SSE Energy Solutions,SSE,≤100,6
107582715996851,SPUC (Society for the Protection of Unborn Children),SPUC (Society for the Protection of Unborn Children),≤100,4
137491719653536,Governors for Schools,Governors for Schools,≤100,4
144289436063611,Drax Group UK,Drax Corporate Limited,≤100,14
105932165739421,London Digital Jobs & Skills Hub,Generation,≤100,3
