Page ID,Page name,Disclaimer,Amount spent (AED),Number of ads in Library
837943049563609,EtihadWE,These ads ran without a disclaimer,≤100,3
104015742220554,Mimic,These ads ran without a disclaimer,≤100,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
750731415621118,Remote Sensing MDPI,These ads ran without a disclaimer,≤100,2
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
406174899481646,Ahl Masr Foundation - مؤسسة أهل مصر,These ads ran without a disclaimer,≤100,1
108979982026516,Mariya Dykalo-Burton,These ads ran without a disclaimer,≤100,2
101907775761859,الشرق رياضة,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
102483422606433,صداقة الحزام والطريق,These ads ran without a disclaimer,≤100,1
294028895335,The Ehlers-Danlos Society,These ads ran without a disclaimer,≤100,1
101986938330715,China Economic Information Service -CEIS,These ads ran without a disclaimer,≤100,1
102939818706280,imranqureshi.official1,These ads ran without a disclaimer,≤100,1
571018649628422,Eqtisadona  اقتصادنا,These ads ran without a disclaimer,≤100,1
100661818730059,Judgement Day: Decide It,These ads ran without a disclaimer,≤100,1
