Location name,Amount spent (CHF)
Aargau,259
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,182
Basel-Landschaft,1770
Bern,366
Canton of Geneva,624
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,371
Fribourg,114
Graubünden,≤100
Jura,≤100
Luzern,119
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,117
Thurgau,≤100
Ticino,≤100
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,291
Zug,≤100
Zürich,11664
