Location name,Amount spent (VND)
An Giang Province,11473
Bà Rịa–Vũng Tàu Province,25536
Bình Dương Province,32899
Bình Phước Province,9950
Bình Thuận Province,16042
Bình Định Province,17565
Bạc Liêu Province,5568
Bắc Giang Province,27406
Bắc Kạn Province,4176
Bắc Ninh Province,81504
Bến Tre Province,8035
Cao Bằng Province,102168
Cà Mau Province,4034
Cần Thơ,18657
Da Nang,35226
Gia Lai Province,13952
Haiphong,60481
Ho Chi Minh City,503004
Hà Giang Province,3450
Hà Nam Province,9703
Hà Tĩnh Province,30359
Hòa Bình Province,6322
Hưng Yên Province,11603
Hải Dương Province,51125
Hậu Giang Province,2077
Khánh Hòa Province,24681
Kiên Giang Province,11642
Kon Tum Province,3246
Lai Châu Province,1492
Long An Province,13654
Lào Cai Province,8434
Lâm Đồng Province,21848
Lạng Sơn Province,11412
Nam Định Province,42912
Nghệ An Province,58583
Ninh Bình Province,12120
Ninh Thuận Province,4232
Phú Thọ Province,13371
Phú Yên Province,11185
Quảng Bình Province,28977
Quảng Nam Province,22954
Quảng Ngãi Province,13352
Quảng Ninh Province,35308
Quảng Trị Province,8897
Sóc Trăng Province,6342
Sơn La Province,7249
Thanh Hóa Province,43699
Thái Bình Province,43897
Thái Nguyên Province,17327
Thừa Thiên–Huế Province,18776
Tiền Giang Province,13790
Trà Vinh Province,4567
Tuyên Quang Province,7237
Tây Ninh Province,12682
Vĩnh Long Province,10687
Vĩnh Phúc Province,13325
Yên Bái Province,6583
Điện Biên Province,5853
Đắk Lắk Province,115322
Đắk Nông Province,8402
Đồng Nai Province,64291
Đồng Tháp Province,8874
