Page ID,Page name,Disclaimer,Amount spent (VND),Number of ads in Library
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,402747,16
104253815926237,Dịch Vụ Bằng Cấp Giấy Tờ 2,These ads ran without a disclaimer,233341,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,50922,1
106476091689860,Bartra Wealth Advisors,Bartra Wealth Advisors,46995,4
192195994956428,Tài Liệu Thi Viên Chức Giáo Viên,Tài Liệu Thi Viên Chức Giáo Viên,43365,1
165600847322369,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,Tài Liệu Thi Viên Chức Giáo Dục Bình Định-Phú Yên,27040,1
101865258169428,ĐEN Secondhand,ĐEN Secondhand,20284,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,14236,2
151148098236373,Discovery Channel Southeast Asia,These ads ran without a disclaimer,11022,1
587467595049742,Muzepens,These ads ran without a disclaimer,8975,1
1831330046916094,Tuyển Dụng Giáo Viên Hà Nội,Tuyển Dụng Giáo Viên Hà Nội,5080,1
187275621329532,Sofitel Saigon Plaza,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,15
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
110541065187745,Danny Nguyen,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,2
107624024769383,jerrymcgrath,These ads ran without a disclaimer,≤100,1
104020935928278,Pan Passport,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
