Location name,Amount spent (EUR)
Aruba,≤100
Curaçao,≤100
Drenthe,396
Flevoland,318
Friesland,494
Gelderland,1490
Groningen,462
Limburg,880
Noord-Holland,2469
North Brabant,1751
Overijssel,861
Sint Maarten,≤100
Unknown,≤100
Utrecht,1080
Zeeland,273
Zuid-Holland,3174
