Location name,Amount spent (CAD)
Alberta,7054
British Columbia,11659
Manitoba,1943
New Brunswick,1485
Newfoundland and Labrador,964
Northwest Territories,300
Nova Scotia,2184
Nunavut,117
Ontario,23788
Prince Edward Island,264
Quebec,12974
Saskatchewan,1918
Unknown,≤100
Yukon,155
