Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,5050,18
107217383988190,מגזין אפוק,Epoch Magazine,4165,44
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,3687,3
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,2948,80
500238833397356,ציפי ברנד,ציפי ברנד,1844,29
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,1345,8
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,1298,6
103907495935157,צו חירום,צו חירום,1225,2
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,1211,17
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,1184,22
236414273781369,"השכלה פיננסית חינם בוועידת הנדל""ן",These ads ran without a disclaimer,1053,1
115456451553737,יונה יהב,יונה יהב,1040,11
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,1002,31
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,995,4
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,978,5
1073548259341247,לובי 99,לובי 99,950,2
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,948,1
2072612056303907,مصعب عادل دخان - Musab Adel Dukhan,مصعب عادل دخان - Musab Adel Dukhan,925,5
207175656718749,אביהו האן לראשות עיריית חיפה,אביהו האן לראשות עיריית חיפה,873,2
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,837,5
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,777,12
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,746,3
110218465442225,אורן חזן - ראש עיר חזק לאריאל,אורן חזן,740,6
204780362875106,מקור ראשון,מקור ראשון,714,33
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,708,7
433529446712013,Ayman Odeh - أيمن عودة,Ayman Odeh - أيمن عودة,702,2
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,695,2
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",676,31
380816475304653,Yuval zellner - יובל צלנר,Yuval zellner - יובל צלנר,667,3
106057988971053,אלי כהן - Eli Cohen,אלי כהן - Eli Cohen,624,6
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,591,2
377161539406940,רפי סער,רפי סער,575,2
110125925176216,יוזמת המאה - The 100 Initiative,יוזמת המאה,570,3
103428925850338,אבי סלמה - נתניה,אבי סלמה - נתניה,543,7
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,529,4
117177111377152,Шломи Лахьяни,שלומי לחיאני,515,1
161096657252221,שוברים שתיקה,שוברים שתיקה,480,2
2241550506131359,שמואל בוקסר,שמואל בוקסר,476,4
110666185245278,יעלה - דרך חדשה לראשות מ.א. מגידו,יעלה - דרך חדשה לראשות מ.א. מגידו,476,1
106021541456343,קארן טל - Karen Tal,קארן טל - Karen Tal,450,3
107271768812957,Q4Israel - הרבעון הרביעי,Q4Israel - הרבעון הרביעי,448,6
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,436,2
219236568818575,גלית שאול - ראשת מועצת עמק חפר,גלית שאול - ראשת מועצת עמק חפר,428,6
124894077550811,ישראל חופשית,ישראל חופשית,416,5
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,414,8
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,412,1
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,382,8
622545034511462,נשים עושות שלום - نساء يصنعن السلام  - Women Wage Peace,נשים עושות שלום - نساء يصنعن السلام  - Women Wage Peace,373,3
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,361,3
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,352,21
295041184911,עמל- הרב תחומי,Amalnet,321,2
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,316,6
102684482764860,داني عطار لرئاسة المجلس الإقليمي جلبوع,داني عطار لرئاسة المجلس الإقليمي جلبوع,316,7
