Location name,Amount spent (USD)
Alabama,8807
Alaska,2841
American Samoa,≤100
Arizona,19523
Arkansas,4800
California,76977
Colorado,11603
Connecticut,7740
Delaware,1896
Florida,54610
Georgia,20702
Guam,≤100
Hawaii,2919
Idaho,8175
Illinois,44903
Indiana,19211
Iowa,6836
Kansas,7836
Kentucky,9218
Louisiana,11109
Maine,5375
Maryland,14236
Massachusetts,12325
Michigan,24942
Minnesota,13724
Mississippi,7182
Missouri,13571
Montana,4316
Nebraska,4026
Nevada,7674
New Hampshire,3427
New Jersey,18167
New Mexico,4744
New York,48759
North Carolina,21595
North Dakota,1600
Northern Mariana Islands,≤100
Ohio,24534
Oklahoma,12171
Oregon,10288
Pennsylvania,29664
Puerto Rico,≤100
Rhode Island,1692
South Carolina,10070
South Dakota,1775
Tennessee,14592
Texas,60257
Unknown,≤100
Utah,6013
Vermont,1827
Virgin Islands (U.S.),≤100
Virginia,22295
Washington,15350
"Washington, District of Columbia",6047
West Virginia,4210
Wisconsin,55062
Wyoming,1355
