Page ID,Page name,Disclaimer,Amount spent (COP),Number of ads in Library
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,2184709,6
108379099286148,Alcaldía Mayor de Bogotá,Alcaldía Mayor de Bogotá,1828323,19
1208208469251722,Secretaría Seguridad Bogotá,Secretaría de Seguridad,1594529,17
100240736764836,Alcaldía de Palmira,add media sas,1339100,14
619776134722439,Secretaría Distrital de Salud,Secretaría Distrital de Salud,1300452,82
597006313643580,Gobernación del Valle del Cauca,Gobernación Valle del Cauca,1196492,66
130834367164,Red PaPaz,Red PaPaz,639287,6
316256535073131,Gobernación de Antioquia,These ads ran without a disclaimer,494552,1
898149710234557,Gobernación de Risaralda,Gobernación de Risaralda,329629,37
226535927439460,Secretaría Distrital del Hábitat,Secretaría Distrital del Hábitat,279403,3
320718924713146,Secretaría Distrital de la Mujer,Secretaría Distrital de la Mujer,256780,13
308580499200723,Alcaldía de Medellín,Alcaldia de Medellìn,250643,6
68793499001,UNICEF,UNICEF with Facebook Ad Credits,215780,8
1667797580123453,Biblioteca Pública Piloto,Biblioteca Pública Piloto de Medellín,210663,5
251292808253299,Canadian College,Canadian College,193527,18
103627111347496,Mario Romero,Mario Romero,176906,3
109342893785554,Integra Comunicaciones,Integra Comunicaciones,176156,2
381464961911270,Cruz Roja Antioquia,Cruz Roja Colombiana Seccional Antioquia,172452,9
105848177845789,All Out en español,All Out Action Fund,168413,10
256488875025665,Juan Bocanegra,Juan Carlos Bocanegra Chacón,161473,2
132840983520233,Gobernación del Atlántico,Gobernación del Atlántico,140324,2
856012741442139,Ipas LAC,Neuma,122966,2
321789057890530,Secretaría de Movilidad,Secretaría de Movilidad,101938,9
224169580962812,Alcaldía de Bello,Alcaldía de Bello,100450,2
108228068238348,Diego Caicedo,Diego Caicedo,95245,6
103972301485985,Oficina Asesora de Planeación Departamental del Cauca,Constanza Muñoz Muñoz,92677,5
158190387560587,Claudia López,Claudía Lopez,91967,1
318643975584117,Natalia Caviedes - Alcaldesa de Palermo,Sandra Merchán,91925,1
167222580002790,Clara Luz Roldan Gonzalez,Clara Luz Roldán,91504,4
258948700872338,Isvimed Alcaldía de Medellín,Eikon Digital S.A.S.,87087,17
267198759973201,Bairon Enrique Muñoz Lizarazo,Bairon Enrique Muñoz Lizarazo,86540,15
851680034864966,Proantioquia,FUNDACION PARA EL DESARROLLO DE ANTIOQUIA. ANTIOQUIA POR COLOMBIA,77112,2
1115184931884092,Albert Corredor,Albert Yordano Corredor Bustamante,74676,1
114317847146525,Alvaro Arias Velez,TORO DIGITAL,67734,2
1488419784774409,Alcaldía de Soledad,Alcaldía Municipal de Soledad,67394,3
102676629272823,Germán Hernández,German Hernandez Vera,65520,1
157146724439549,Luis Bernardo Vélez,Martha Patricia Giraldo,63634,4
188371488749555,Mauro Marquez,Mauricio Marquez Valencia,59805,3
1727280190891954,FRANCE 24 Español,These ads ran without a disclaimer,54947,1
268302663513603,Personeria Municipal de Palmira,Personeria Municipal de Palmira,53417,3
109495624881015,Carlos Acosta Juliao,Toro Digital 1972,53220,2
370267297019304,Marco Hincapié,Marco Emilio Hincapie Ramirez,52916,2
2280357942291111,Luis Carlos Velásquez,Luis Carlos Velásquez,44656,17
1880447498898157,Jose Luis Noreña,Asamblea de Antioquia,44634,2
601336570076276,Rodolfo Correa,Rodolfo Andres Vargas Correa,43496,2
1400280116941194,Fabian Diaz,Fabian Diaz,42097,7
104969865721375,Profes.movimientociudadano,John Bazurto,42000,1
105143608753342,Zona de Parqueo Pago,BERMUDEZ ASOCIADOS TELEVISION S.A.S.,41593,2
133787883971402,Oscar Ramírez Vahos,Oscar Ramirez Vahos,40085,1
370492339735164,Centro Democrático - Comunidad Oficial,Centro Democrático - Comunidad Oficial,39108,3
2341225942579432,Edwin Marín Concejal,Edwin Fabian Marin Marin,38766,1
152939514772308,Elsa Noguera,Gobernación del Atlántico,38700,1
107265640815437,Alcaldía Piendamó Tunía,Constanza Muñoz Muñoz,34585,10
1641336252790629,Yenny Rozo,Maria Paula Ortegon Bastidas,34471,1
107787104895388,La Ópttica Popayán,La Óptica Popayán,33972,4
1622001728047397,Harman Alcalde,Harman Alcalde,33662,6
114778278552099,Octavio Cardona León,Octavio Cardona León,33287,1
102332121627586,Alcaldia Municipal de Morelia Caquetá,Tuto Gonzalez,32323,3
103723022353836,Secretaría de Turismo de Antioquia,Secretaría de Turismo Antioquia,31726,5
114510821145145,Previred Popayán / Tarjeta Médica,Previred Tarjeta Médica,30448,2
111569254757214,eisaf.es,These ads ran without a disclaimer,29971,1
102249245462577,Secretaría de Hacienda de Manizales,Eikon Digital S.A.S.,29584,5
2308381916109967,Libardo Asprilla,Jaimer Cantillo Bello,29543,2
1289070337774136,Alcaldía Puerto Boyacá,Alcaldía Municipal de Puerto Boyacá,28258,2
224116751044855,Fundación Carvajal,Fundación Carvajal,27741,1
179003239458192,Jorge Humberto Rangel,Jorge Rangel,26525,1
212897208731708,Babinton Flórez,Luis Felipe Alvarez Muñoz,25635,1
14302129065,El Espectador,El Espectador,24324,1
1715521208751997,Carlos Mario Farelo Daza,Carlos Mario Farelo Daza,24301,2
1741566786141150,Alcaldía Municipal de Sibaté,Alcaldía de Sibaté,24238,2
226673927862469,Idcbis,Instituto Distrital de Ciencia Biotecnología e Innovación en Salud,22092,5
117255605587647,Leonardo Huerta,Leonardo Huerta,21627,1
2339056213025539,Concejal juan rivera,Giselle Borda Escobar,20074,1
113149344929527,Loly Montañez,Loly Montañez,19721,4
643513979193133,Unidos por Beatriz,Neuma,19615,9
105573027740657,Andres Felipe Muñoz,Andres Felipe Muñoz Erazo,19390,2
915743661945208,Alejandro Eder,Alejandro Eder,19389,6
324718631509952,Cartago Soy Yo,Yaneth Alexandra Quintero Herrera,19125,1
1832438050403942,Amin Losada,Ginna Tatiana Piragauta Guzman,19015,2
655227911200346,Carlos Edward Osorio,Carlos Edward Osorio,18419,3
734195543347719,Javier Julio Bejarano,Javier Julio Bejarano,17708,1
669760553048012,Alcaldía Local de Kennedy,Alcaldía Local de Kennedy,16337,1
108459260282,Universidad La Gran Colombia,Universidad La Gran Colombia,15963,2
106892197676696,Pedro León Martínez,Pedro León Martínez Sánchez,15390,1
