Location name,Amount spent (ZAR)
Eastern Cape,1064
Free State,803
Gauteng,3793
KwaZulu-Natal,864
Limpopo,475
Mpumalanga,541
North West,262
Northern Cape,271
Unknown,≤100
Western Cape,5602
