Page ID,Page name,Disclaimer,Amount spent (GBP),Number of ads in Library
102639461303190,Fair Pay For All,Fair Pay For All,4463,150
7214031395,Oxfam Great Britain,Oxfam Great Britain,3169,42
7715002593,UNICEF UK,Unicef UK,2763,42
321116781287149,e.on,E.ON UK,2340,13
9250349228,Greenpeace UK,Greenpeace UK,2317,19
186622728032,RSPB,RSPB,2265,127
110861655604080,Friends of the Earth,Friends of the Earth (EWNI),1962,36
311627208673,WWF UK,WWF UK,1820,30
799576543492660,The Week Junior,The Week Junior,1805,78
360322167647280,"Mayor of London, Sadiq Khan",The Greater London Authority,1702,31
10677003998,Shelter,Shelter,1423,160
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,1195,30
345463602161853,bp,bp,1145,10
117476785190,Save the Children UK,Save the Children UK,881,50
35671512696,World Animal Protection UK,World Animal Protection UK,875,80
11245843886,Anthony Nolan,Anthony Nolan,856,3
7043497714,Christian Aid,Christian Aid,852,40
104768005247443,Say No To WHO,Say no to WHO,808,10
569834799727730,National Grid UK,National Grid UK,745,61
21242962092,ClientEarth,ClientEarth,740,14
121936349543,World Vision UK,World Vision UK,703,41
116625838402686,FareShare,FareShare,643,86
158077247591710,Refuge,Refuge,620,39
212038972186253,Transport for London,Transport for London,612,4
13047522725,Crimestoppers,Crimestoppers,609,76
101958682650112,ESG UK,Energy Saving Grants,549,58
220543443746,International Rescue Committee - UK,International Rescue Committee UK,541,26
353224381469808,ifaw,IFAW,515,45
59367068326,The Ramblers,The Ramblers,510,8
7527864602,WaterAid UK,WaterAid UK,448,23
177855115588808,The Week UK,The Week UK,443,27
175338329150218,Help For Heroes,Help for Heroes,442,4
6233536938,War Child UK,War Child UK,438,3
139695000173,Good Energy UK,Good Energy,406,147
490007667679401,Hugh James,Hugh James,372,4
195754307110390,Right To Life UK,Right To Life UK,358,24
249209468838241,Good Law Project,Good Law Project,349,72
274651352565844,Oltco Ltd,Oltco Ltd,305,135
117611746557,LBC,LBC,283,2
104255571968810,Save My Vape,Save My Vape,274,47
145720895488822,Back Up,Back-Up Trust,271,11
18168505158,The Woodland Trust,Woodland Trust,261,18
135456716565905,Guardian Jobs,Guardian Jobs,258,23
159969930741814,The Wildlife Trusts,The Wildlife Trusts,254,31
104677264773039,We Eat Balanced,Agriculture and Horticulture Development Board,253,24
8807334278,Conservatives,The Conservative Party,250,12
220513170893,Ripple Effect,Send a Cow,243,10
246872175166,Action Against Hunger UK,Action Against Hunger UK,236,92
47612991154,Dignity in Dying,Dignity in Dying,231,27
25749647410,The Labour Party,The Labour Party,228,392
18044497940,Plan International UK,Plan International UK,227,8
399824513505841,Golden Leaves Funeral Plans,These ads ran without a disclaimer,226,1
137660096284927,Child Poverty Action Group (UK) - CPAG,Child Poverty Action Group,225,16
802671466445707,Product Earth,Product Earth,218,16
108951391565231,Help to Heat,Help to Heat,216,32
200006375787,38 Degrees,38 Degrees,210,6
407834355957354,NatWest Business,NatWest Group plc,207,1
107302325751905,Gweithredu ar Hinsawdd Cymru / Climate Action Wales,Welsh Government,199,119
208573062515662,Freedom from Torture,Freedom from Torture,197,5
104487412566017,Green_Energy_Assist,Green_Energy_Assist,196,3
112845639376,Refugee Action,Refugee Action,191,42
113381307050565,Wild Justice,Wild Justice,191,1
290498754454402,European Movement UK,European Movement UK,187,2
346684596111093,KinKind,KinKind Ltd,184,16
10114144851,NSPCC,NSPCC,184,7
29976850080,Sense,Sense,180,6
705825476138789,Hubbub,Hubbub,178,6
529056943947948,Home Office,Home Office,168,6
110538548040758,Care2 UK,John Ayling & Associates,167,20
112712550420527,Ekō UK,Ekō,167,2
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,165,8
18933990398,Stonewall,Stonewall UK,161,31
1660600037490738,Guardian Labs,Guardian Labs,160,16
169042736456594,All Out,All Out,160,29
97116898596,Sightsavers,Sightsavers,154,30
39605200520,ActionAid UK,ActionAid UK,140,8
1046117708754519,Care4Calais,Care4Calais,138,17
1061681237231403,Seabright Live,Seabright Productions Ltd,135,3
165099760197787,Welsh Government,Welsh Government,134,24
1689013614665814,HEINEKEN UK,HEINEKEN UK,132,2
547761111920012,Anglian Water - Love Every Drop,Anglian Water,129,12
89151782746,Fauna & Flora,Fauna & Flora International,126,120
1586251881644270,Keir Starmer,The Labour Party,125,160
112712550420527,Ekō UK,SumOfUs,125,1
25040545213,Contact - For families with disabled children,Contact,122,42
32514078659,Liberty,Liberty,120,2
190194154347100,Llywodraeth Cymru,Llywodraeth Cymru,118,25
1035528279833663,IEMA,IEMA,117,3
127823347291536,Hayward Gallery at Southbank Centre,Hayward Gallery at Southbank Centre,116,4
