Location name,Amount spent (TWD)
Changhua,7053
Chiayi,1784
Hsinchu,3894
Hsinchu City,5828
Hualien,2747
Kaohsiung,23515
Keelung City,2854
Kinmen,456
Lienchiang,≤100
Miaoli,3808
Nantou,2990
New Taipei City,37107
Penghu,500
Pingtung,5188
Taichung,28227
Tainan,16534
Taipei,29762
Taitung,1780
Taoyuan City,22239
Unknown,3465
Yilan,2442
Yunlin,4010
