Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),19348,33
63691965101,UNICEF Danmark,UNICEF Danmark,13908,8
26458152911,SOS Børnebyerne,SOS Børnebyerne,12057,37
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,11644,70
125934997444897,SuperBrugsen,Coop,11449,11
12860228293,Politiken,Politiken,6493,9
122577072476986,Amalo,Amalo,5943,54
72672361910,Børns Vilkår,Børns Vilkår,5602,26
67571270393,Red Barnet,Red Barnet,4770,41
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,4197,49
399210657232918,PlanBørnefonden,PlanBørnefonden,4056,18
65929129383,Røde Kors,Røde Kors,4031,14
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,3960,13
66328502645,Dagbladet Information,Dagbladet Information,3761,16
116269191760882,DSB,DSB,3726,4
59143726810,Psykiatrifonden,Psykiatrifonden,3643,3
867877683280051,Weekendavisen,Weekendavisen,3299,22
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,2895,18
90497015205,Kvickly,Coop,2557,6
12787473132,Berlingske,Berlingske,2509,24
748887235210811,Obton Forvaltning A/S,Obton A/S,2201,12
1688214178159008,BARONS,BARONS,2192,8
178362315106,European Parliament,European Parliament,2068,15
287306323369,Børnecancerfonden,Børnecancerfonden,1891,4
223040066022,Enhedslisten,Enhedslisten,1887,3
106468772046278,Project Greensand,Project Greensand,1785,7
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,1716,48
132755243459426,I love øko,Økologisk Landsforening,1653,12
55365680705,Greenpeace Danmark,Greenpeace Danmark,1608,31
314676938743,DM din akademiske fagforening,DM,1517,9
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,1403,10
107976064975368,Drivkraft Danmark,Drivkraft Danmark,1340,1
102154048301476,Lederstof.dk,Lederne,1312,3
33588644626,World Animal Protection Danmark,World Animal Protection Danmark,1287,1
250994288337708,Sex og Samfund,Sex og Samfund,1243,8
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,1205,21
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,1193,17
19176473894,IMS (International Media Support),IMS (International Media Support),1077,22
130388840342741,Danske Bank,Danske Bank,948,6
126543540781090,Ældre Sagen,Ældre Sagen,932,12
1704424023182897,Politiken Historie,Politiken Historie,931,9
121570596369,CARE Danmark,CARE i Danmark,873,54
1643818125897989,Fonden Novavi,Fonden Novavi,868,23
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,840,21
154415494575789,IDA,IDA,810,4
173328802715590,Region Midtjylland,Region Midtjylland,793,2
109450894144575,Kontrast,Kontrast.dk Aps,784,20
304554445813,Videncentret Bolius,Videncentret Bolius,742,13
111095867334448,Rent Hav,Rent Øresund,658,2
442403485851495,Morten Helveg Petersen,Morten Helveg Petersen,658,2
246977185497434,Plastic Change,Plastic Change,638,16
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,564,1
144098125661833,Nordea Invest,Nordea Invest,563,15
1497190180404355,Kira Marie Peter-Hansen,Kira Marie Peter-Hansen,559,5
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,553,14
433788933422274,Avisen Danmark,Avisen Danmark,527,1
22030968736,Anima,Anima,526,1
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,515,1
759082797552576,Folkekirkens Nødhjælps Genbrug,Folkekirkens Nødhjælp,493,6
109777417966097,Syddjurs LIV,SyddjursLIV,462,1
103778941848389,Skanderborg LIV,SkanderborgLIV,461,1
100223332269206,Favrskov LIV,FavrskovLIV,461,1
110968767844640,Norddjurs LIV,NorddjursLIV,458,1
334571029981175,DM og MA studerende,DM,437,4
36664432940,Amnesty International Danmark,Amnesty Danmark,430,23
102044728749312,Viby-Stavtrup LIV,Viby-StavtrupLIV,369,1
