Location name,Amount spent (NZD)
Auckland Region,1706
Bay of Plenty Region,332
Canterbury,606
Gisborne District,≤100
Hawke's Bay,184
Manawatu-Wanganui,245
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,163
Otago,265
Southland,≤100
Taranaki,111
Tasman District,≤100
Unknown,≤100
Waikato,441
Wellington Region,454
West Coast,≤100
