Location name,Amount spent (NOK)
Akershus,4335
Aust-Agder,889
Buskerud,1994
Finnmark,916
Hedmark,938
Hordaland,6307
Møre og Romsdal,1802
Nord-Trøndelag,774
Nordland,1875
Oppland,1188
Oslo,14845
Rogaland,3527
Sogn og Fjordane,669
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,2789
Telemark,1872
Troms,2147
Unknown,≤100
Vest-Agder,2060
Vestfold,2003
Østfold,2819
