Location name,Amount spent (CAD)
Alberta,9524
British Columbia,14928
Manitoba,3694
New Brunswick,2101
Newfoundland and Labrador,826
Northwest Territories,101
Nova Scotia,2001
Nunavut,≤100
Ontario,33588
Prince Edward Island,336
Quebec,15638
Saskatchewan,2676
Unknown,≤100
Yukon,157
