Location name,Amount spent (TWD)
Changhua,7601
Chiayi,1867
Hsinchu,3706
Hsinchu City,5582
Hualien,2098
Kaohsiung,22740
Keelung City,3736
Kinmen,414
Lienchiang,≤100
Miaoli,4715
Nantou,2747
New Taipei City,41764
Penghu,536
Pingtung,4656
Taichung,43681
Tainan,15063
Taipei,31471
Taitung,1560
Taoyuan City,27292
Unknown,3800
Yilan,2450
Yunlin,4427
