Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,3559
Bicol Region,13211
Cagayan Valley,9321
Calabarzon,43765
Caraga,6829
Central Luzon,31030
Central Visayas,18984
Cordillera Administrative Region,5214
Davao Region,15293
Eastern Visayas,9941
Ilocos Region,14424
Metro Manila,46643
Mimaropa,5636
Northern Mindanao,15642
Soccsksargen,12496
Unknown,≤100
Western Visayas,22450
Zamboanga Peninsula,7827
