Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
682268945137255,Chris Minns,Chris Minns MP,9556,15
119246428679,NSW Labor,NSW Labor,8232,93
177072498997234,NSW Electoral Commission,NSW Electoral Commission,7658,74
44701328033,NSW Liberal Party,"Liberal Party of Australia, NSW Division",4610,45
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,3308,115
213476079972,Essential Workers Deserve Better,Mark Morey,2459,31
76212817063,CARE Australia,CARE Australia,2254,33
192946087555045,Insurance Council of Australia,Insurance Council Australia,2138,2
105228161893855,Climate 200,Climate 200,2040,102
108287892602643,CFMEU - Construction & General,CFMEU - Construction & General,1734,4
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,1498,13
107322365607487,SA Pulse Check,South Australian Opposition Leader,1453,20
101589645013040,Thrive by Five,Thrive By Five,1396,16
308746806571901,Advance Australia,Advance Australia,1281,79
10113538711,WWF-Australia,WWF-Australia,1195,6
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1161,1
494820897261439,Bank Australia,Bank Australia,1161,73
1776727752614025,Glencore,Glencore Australia,1133,8
24495551981,The Greens NSW,The Greens NSW,1097,29
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,968,12
447447719391089,Health Care Providers Association,Health Care Providers Association,957,8
105931422364976,Jacqui Scruby,Jacqui Scruby,880,32
108695110952294,Greens MPs,Greens MPs,872,4
280130718768016,Public Service Association of NSW,Public Service Association of NSW,840,32
89794331215,Oxfam,Oxfam Australia,827,76
275866669090583,South Australian Liberal Party,South Australian Liberals,817,4
234642499897373,Fire Brigade Employees' Union (FBEU),Fire Brigade Employees Union,815,6
205327792883589,Stuart Robert MP,Stuart Robert MP,786,6
92824008332,Plan International Australia,Plan International Australia,765,22
182564410468,Australia for UNHCR,Australia for UNHCR,765,171
172094012830551,Australian Paralympic Team,Paralympics Australia,655,16
106572145637277,Helen Conway for North Shore,Helen Conway,647,8
8422338499,The Wilderness Society,The Wilderness Society,613,149
492074414587353,Judith Hannan - Independent for Wollondilly & The Southern Highlands,Judith Hannan,595,24
101013236196328,Victoria Davidson for Lane Cove,Victoria Davidson,591,17
328641501156991,United Workers Union,United Workers Union,574,2
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,569,41
49453745631,Amnesty International Australia,Amnesty International Australia,541,6
13561467463,Liberal Party of Australia,Liberal Party of Australia,520,11
1407148622837316,Empowered Communities,Empowered Communities,487,17
68280472472,Queensland Conservation Council,Queensland Conservation Council,449,9
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),436,15
107113675572590,Dirty Dozen,Solutions for Australia,423,54
101934832754638,Joeline Hackman,Joeline Pty Ltd,399,6
125812604095801,Invasive Species Council,Invasive Species Council,399,69
1534982756793690,Foodvisor,These ads ran without a disclaimer,383,5
105140971475089,Chuffed.org - Australia,Chuffed.org,380,3
105348385388237,Senator Babet,Ralph E D Babet,378,9
345960425540557,The Climate Council,The Climate Council,377,3
453750595056,Cancer Council NSW,Cancer Council NSW,376,59
708298282615442,Ted O'Brien MP - Federal Member for Fairfax,Ted O'Brien MP,369,8
362805317148988,Keith Pitt,Keith Pitt,362,3
120462224723459,NSW Nationals,National Party of Australia - NSW,359,1
102329728050606,From the Heart,Cape York Institute,357,8
149648047339,Save the Children Australia,Save the Children Australia,340,24
10852627380,World Animal Protection Australia,World Animal Protection Australia,326,9
231341250224498,Australian Ethical Investment,Australian Ethical Investment,323,74
111810787803576,Emergency Action Alliance,Emergency Action Alliance Limited,322,14
352953834815624,Jason Wood MP,Jason Wood MP,320,4
107939487783753,Garth Hamilton MP,Garth Hamilton MP,319,1
329777267205680,ACT Government,ACT Government,295,8
145347352187764,UN Women Australia,UN Women Australia,294,5
44295826958,Australian Marine Conservation Society,Australian Marine Conservation Society,288,1
845410525497100,Launch Housing,Launch Housing,287,78
105193414903922,Australian Values,Department of Home Affairs,280,5
110456094190032,Changing Aged Care,HSU National,267,12
879712192044319,Animal Justice Party NSW,Animal Justice Party NSW,255,27
159487260807787,Tindo Solar,Tindo Solar,239,2
272757739102,Engineers Australia,Engineers Australia,238,16
694832627392516,Prime Super,Prime Super,237,151
801533023293160,Binary,Gender Awareness Australia,236,30
157481181070130,Indigenous Employment Australia,Access,234,136
148322645565800,Andrew Wallace - LNP Federal Member for Fisher,Andrew Wallace MP,224,5
108381455902627,Australian Christian Lobby,Australian Christian Lobby,223,10
200713396630043,Big Steps Campaign,United Workers Union,223,16
148286845351826,Women's Forum Australia,Women's Forum Australia,200,17
129209787133659,NSW Nurses and Midwives' Association,NSW Nurses and Midwives' Association,198,22
1606513883009154,Kerrynne Liddle - Liberal Senator for SA,Kerrynne Liddle - Liberal Senator for SA,195,6
710266392358023,Future Super,Future Super,188,5
552968198133394,Peter Dutton,Peter Dutton MP,187,13
105084998845350,BPH Energy,BPH ENERGY LTD,183,61
134195116658191,UNSW Law & Justice,UNSW Sydney,182,2
268606619928735,Voice of the Martyrs Australia,Voice of the Martyrs Australia,176,7
504855933190931,Time for Change - Change Aged Care,United Workers Union,174,45
655173787829512,National Zakat Foundation Australia,NATIONAL ZAKAT FOUNDATION INCORPORATED,174,159
258220404194089,The McKell Institute,The McKell Institute,169,1
2035354493371654,Craig Elliot - Labor for Tweed,Craig Phillip Elliot,165,3
206540052690401,Jean Hailes for Women's Health,Jean Hailes for Women's Health,163,19
105030398377778,Renew CQ - Australian Conservation Foundation,Australian Conservation Foundation,163,1
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,162,19
180602885468074,Northern Land Council,Northern Land Council,161,2
262934517220161,Public Education Party,Public Education Party,160,1
102311152687373,Michael Pilbrow - Labor for Goulburn,Michael Pilbrow - Labor for Goulburn,159,8
104419985146228,Ekō Australia,SumOfUs Australia,159,1
110735624830301,Tim James MP,"Liberal Party of Australia, NSW Division",153,3
1501550403427903,Senator Anthony Chisholm,Senator Anthony Chisholm,152,7
495942030479550,Electoral Commission of South Australia,ECSA,150,1
519600288380581,METRONET,METRONET,149,96
108988681832210,Karen Freyer,Karen Freyer for Vaucluse,145,7
101063326158536,Kellie Sloane - Liberal Candidate for Vaucluse,"Liberal Party of Australia, NSW Division",144,2
67258704085,"The University of Newcastle, Australia","The University of Newcastle, Australia",144,6
100356216050100,Family First Party Australia,Family First Party Australia Ltd,143,6
101915752794492,Julia Little - Labor for Drummoyne,Julia Little - Labor for Drummoyne,132,29
157812980921536,Environmental Defenders Office,Environmental Defenders Office,129,36
