Location name,Amount spent (ARS)
Buenos Aires,1106529
Catamarca,35353
Chaco,28766
Chubut,42325
Ciudad Autónoma de Buenos Aires,141726
Corrientes,35738
Córdoba,1486201
Entre Rios,30522
Formosa,14732
Jujuy,6294
La Pampa,182165
La Rioja,5709
Mendoza,26421
Misiones,18686
Neuquén,155467
Río Negro,44346
Salta,139635
San Juan,31930
San Luis,54483
Santa Cruz,5445
Santa Fe,186342
Santiago del Estero,18779
Tierra del Fuego,36266
Tucuman,27804
Unknown,≤100
