Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,428,1
964080723662055,Carlos Subirana Responde,Editorial CSS,304,2
128692467209771,Visita Cochabamba,Smart Group,239,2
106403237850347,Goberna Bolivia,Goberna,146,16
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,≤100,1
797815127058039,Delighttourscancun,These ads ran without a disclaimer,≤100,1
102351595022048,Carlos Montaño Alcalde,Richard Chambi Gutierrez,≤100,2
381920638544893,Soy Santa Cruz Bolivia,Soy Santa Cruz Bolivia,≤100,2
100301178044225,Viralcom,ViralComtv,≤100,2
1510658505898987,Subalcaldía Sur,Subalcaldía Sur,≤100,1
102196065676160,Prof. Julio Cesar Justiniano - Dogo Concejal,Prof. Julio Cesar Justiniano - Dogo Concejal,≤100,1
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100,1
101868822831359,Franz Calderón,Gabo Porcel,≤100,1
517750071766113,SEDES - BENI,Cedecap Bolivia,≤100,1
171994409583875,La Razón Bolivia,La Razón Bolivia,≤100,1
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100,1
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100,1
165042833621264,Schneider Electric,These ads ran without a disclaimer,≤100,7
101163591558152,PTC Therapeutics SAM,These ads ran without a disclaimer,≤100,1
206871509410716,Clacso - Consejo Latinoamericano de Ciencias Sociales,These ads ran without a disclaimer,≤100,2
158498922976462,Instituto Técnico Tecnológico De Educación Superior,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
100860802065599,LyN BioLearning,These ads ran without a disclaimer,≤100,1
405379246524515,DHL Express,These ads ran without a disclaimer,≤100,1
2272485479733990,Consulate General of China in Erbil,These ads ran without a disclaimer,≤100,1
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,2
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,2
116780567115083,Tissue Online Latinoamérica,These ads ran without a disclaimer,≤100,1
299227550122220,Radio Cina Internazionale,These ads ran without a disclaimer,≤100,2
101141362593364,CAM en Español,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
427787940590188,Радио Китай,These ads ran without a disclaimer,≤100,1
