Location name,Amount spent (USD)
Alabama,11402
Alaska,2544
American Samoa,≤100
Arizona,26025
Arkansas,8008
California,119576
Colorado,24730
Connecticut,11457
Delaware,4447
Florida,82469
Georgia,27937
Guam,≤100
Hawaii,3784
Idaho,5788
Illinois,48332
Indiana,32512
Iowa,9999
Kansas,8711
Kentucky,14340
Louisiana,17283
Maine,6449
Maryland,35024
Massachusetts,22021
Michigan,33175
Minnesota,26081
Mississippi,7735
Missouri,18941
Montana,6969
Nebraska,5796
Nevada,10959
New Hampshire,8112
New Jersey,40055
New Mexico,5730
New York,72998
North Carolina,34692
North Dakota,1483
Northern Mariana Islands,≤100
Ohio,44274
Oklahoma,13683
Oregon,17600
Pennsylvania,65816
Puerto Rico,≤100
Rhode Island,2738
South Carolina,15818
South Dakota,1846
Tennessee,23897
Texas,147007
Unknown,228
Utah,7873
Vermont,4405
Virgin Islands (U.S.),≤100
Virginia,35841
Washington,25038
"Washington, District of Columbia",17474
West Virginia,9439
Wisconsin,20909
Wyoming,1493
