Location name,Amount spent (EUR)
Abruzzo,865
Aosta Valley,≤100
Basilicata,413
Calabria,1232
Campania,4136
Emilia-Romagna,2936
Friuli-Venezia Giulia,814
Lazio,5035
Liguria,1392
Lombardia,6239
Marche,944
Molise,183
Piedmont,2530
Puglia,2585
Sardinia,1257
Sicilia,3180
Trentino-Alto Adige,596
Tuscany,2554
Umbria,615
Unknown,≤100
Veneto,2488
