Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
421574011322217,Alcaldía del Distrito Central,Alcaldía del Distrito Central,22448,18
486382251906084,Honduras El Pais,Diario El  Pais.hn,475,11
496839213786593,"Secretaría Nacional de Ciencia, Tecnología e Innovación","Secretaría Nacional de Ciencia, Tecnología e Innovación",341,3
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),305,4
104599735671754,Goberna Honduras,Goberna Honduras,298,11
643513979193133,Unidos por Beatriz,Neuma,296,6
114601521910,Jorge Aldana,Jorge  Aldana,291,1
112529930493702,Democracia en Acción Hn,Voto Informado Honduras,148,1
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,148,1
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,135,1
491553204198958,Revistazo.com,Revistazo.com,≤100,1
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,1
106934302301141,FerMa,These ads ran without a disclaimer,≤100,1
103031135787229,Sensus,Sensus,≤100,4
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100,1
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100,1
101801685891012,Revista Knowable,These ads ran without a disclaimer,≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
2101400553434707,Admisión-Escuela De Posgrado De La Unalm,These ads ran without a disclaimer,≤100,1
310943025606302,World Cancer Day,These ads ran without a disclaimer,≤100,2
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100,1
1243388392422876,Oxfam en Centroamérica,These ads ran without a disclaimer,≤100,5
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100,2
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
1107005629310630,American English for Educators,These ads ran without a disclaimer,≤100,1
