Location name,Amount spent (NZD)
Auckland Region,4526
Bay of Plenty Region,808
Canterbury,1654
Cook Islands,≤100
Gisborne District,102
Hawke's Bay,415
Manawatu-Wanganui,610
Marlborough Region,117
Nelson Province,173
Northland Region,544
Otago,668
Southland,248
Taranaki,504
Tasman District,104
Unknown,≤100
Waikato,1248
Wellington Region,1307
West Coast,≤100
