Page ID,Page name,Disclaimer,Amount spent (NOK),Number of ads in Library
305434298719,Norges Bondelag,Norges Bondelag,12853,5
135843375926,UNICEF Norge,UNICEF Norge,7555,21
234659001772,Arbeiderpartiet,Arbeiderpartiet,4897,1
371106536283235,DAG OG TID,Dag og Tid AS,3600,8
728518604216173,HELT MED,Stiftelsen HELT MED,3277,1
132368899297,Framtiden i våre hender,Framtiden i våre hender,1541,39
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,1477,4
573458549493165,Oslo kommune,Oslo kommune,1472,1
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,1127,20
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,1120,2
10953652930,Høyre,Høyre,1119,24
183087034450,OBOS,OBOS,1064,1
157929987567626,Oslo MDG,OSLO MILJØPARTIET DE GRØNNE,1032,10
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,1028,2
183120218443015,CICERO Senter for klimaforskning,CICERO Senter for klimaforskning,1018,2
2398568533531114,Velferdsmiks,NHO Geneo,888,12
157978627560195,Innlandet Arbeiderparti,Innlandet Arbeiderparti,869,13
100682016119457,Universitetsplassen - UiO,Universitetet i Oslo,729,5
486523288038606,KIWI,KIWI,709,1
1663819643914700,FrPs sametingsgruppe,Arthur Tørfoss,652,1
239677012734267,Fredrikstad Høyre,Fredrikstad Høyre,640,2
171408368520,Norad,Norad,598,2
141589002521022,Oslo Høyre,Oslo Høyre,525,7
103057921635136,Folkets Parti Bergen,Foreningen FNB Bergen,505,2
156202914404133,Minerva,Mediehuset Minerva,479,3
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,466,2
98673036962,ROLDA,These ads ran without a disclaimer,449,5
20468812735,LO,LO,435,8
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,435,4
102203325950193,Ingvild Lemme Kristiansen,Stendi,424,2
116972608335219,Naturvernforbundet,Naturvernforbundet,390,1
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,379,3
11526489541,Senterpartiet,Senterpartiet,369,1
217610311592724,Bærum Arbeiderparti,Bærum Arbeiderparti,366,3
119878348024795,ULOBA,Uloba - Independent Living Norge,318,33
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,287,4
113384899919,Noregs Mållag,Noregs Mållag,269,1
134531249931603,Troms og Finnmark fylkeskommune,Troms og Finnmark fylkeskommune,256,2
38552663951,Morgenbladet,Morgenbladet,254,1
100588890043714,Bodø FrP,Ingunn Skogmo Nordvang,227,4
129925163706887,Oslo Dokumentarkino (The Oslo Documentary Cinema),Oslo Dokumentarkino,197,1
189429677833005,Lørenskog SV,Lørenskog Sosialistisk Venstreparti,191,2
102264419459588,Akershus Høyre,Akershus Høyre,183,3
106348682400630,Nova - AI Chatbot,These ads ran without a disclaimer,181,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,179,1
187417144624729,Økologisk Norge,Økologisk Norge,160,5
190614597633726,Bærum FrP,Bærum FrP,159,8
117726821605303,PBL,Aurora Dyrnes,154,2
536745556722065,Lillestrøm FrP,Ronny Røste,150,2
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,143,3
105939782037295,Altinget.no,Altinget AS,129,2
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,111,3
126448980866214,Klassekampen,Klassekampen AS,≤100,1
54603926197,Finnmark SV,Troms og Finnmark SV,≤100,1
107028478959490,Troms SV,Rakel Hagen Olsen,≤100,1
128566103830426,Civita,Civita AS,≤100,3
1374337129548933,Bremanger Arbeidarparti,Bremanger Arbeidarparti,≤100,3
693936813951302,SALT art & music,SALT art & music,≤100,1
226417544192807,Tankesmien Agenda,Tankesmien Agenda,≤100,1
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100,4
10254410675,Venstre,Venstre,≤100,2
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100,8
200983583270624,NHO Service og Handel,NHO Service og Handel,≤100,1
185349298793613,"Kari Nessa Nordtun, ordfører i Stavanger","Ordfører Kari Nessa Nordtun, Stavanger kommune",≤100,1
119878348024795,ULOBA,Uloba - Independent Living Norge SA,≤100,20
173437119340296,Akershus Arbeiderparti,Akershus Arbeiderparti,≤100,1
119062344777724,Bjerke FrP,Bjerke FrP,≤100,1
113314938037285,Ordførerkandidat Magnus Arnesen - Høyre,Sarpsborg Høyre,≤100,1
117538108322155,Lier Høyre,Marius Svartås,≤100,1
665832620193085,Kristiansand Høyre,Kristiansand Høyre,≤100,1
112631767587663,Meninger24,Meninger24,≤100,6
46448594983,Næringsforeningen i Stavanger-regionen,Næringsforeningen i Stavanger-regionen,≤100,2
181695048654624,LO i Bergen og Omland,LO i Bergen og omland,≤100,1
191041020931826,Gro Langdalen - Høyres ordførerkandidat i Rælingen,Rælingen Høyre,≤100,2
171498006247526,Lillehammer Arbeiderparti,Lillehammer Arbeiderparti,≤100,1
148692835218460,Språkrådet (NO),Språkrådet,≤100,2
189503977888359,Drammen MDG,Drammen MDG,≤100,3
857817357610536,Ørsta FrP,Tore Thon,≤100,4
115337815202380,Birkenes Høyre,Birkenes Høyre,≤100,4
120815981305897,KS Kommunesektorens organisasjon,KS Kommunesektorens organisasjon,≤100,1
271307179658594,Bergen Unge Venstre,Bergen Unge Venstre,≤100,1
291789484748906,Senter for hav og Arktis,Senter for hav og Arktis,≤100,1
139808122732007,Sola Høyre,Sola Høyre,≤100,1
412991556169510,Ole Hovengen,Ole Hovengen,≤100,1
102038156126862,Guro Brandshaug - Ordførerkandidat i Sør-Varanger,Guro Brandshaug - Ordførerkandidat i Sør-Varanger,≤100,1
352782288790,Stavanger Venstre,Mette Vabø,≤100,1
185015154921379,Cappelen Damm Akademisk,Cappelen Damm AS,≤100,1
109103902009501,Edvin Søvik - Ordførerkandidat for Ås Arbeiderparti,Edvin Søvik,≤100,1
197275503655021,Nordre Follo Senterparti,Senterpartiet,≤100,1
