Location name,Amount spent (ISK)
Capital Region,39017
Eastern Region,1744
Northeastern Region,4247
Northwestern Region,727
Southern Peninsula,3027
Southern Region,4126
Unknown,≤100
Western Region,1315
Westfjords,2592
