Location name,Amount spent (NOK)
Akershus,3908
Aust-Agder,552
Buskerud,1742
Finnmark,378
Hedmark,988
Hordaland,3321
Møre og Romsdal,1785
Nord-Trøndelag,914
Nordland,1338
Oppland,1039
Oslo,9505
Rogaland,2791
Sogn og Fjordane,570
Sør-Trøndelag,3169
Telemark,830
Troms,1089
Unknown,≤100
Vest-Agder,1118
Vestfold,1333
Østfold,1411
