Location name,Amount spent (TWD)
Changhua,6938
Chiayi,1818
Hsinchu,6474
Hsinchu City,5675
Hualien,2893
Kaohsiung,24043
Keelung City,3305
Kinmen,509
Lienchiang,≤100
Miaoli,3365
Nantou,2579
New Taipei City,37243
Penghu,537
Pingtung,5070
Taichung,25198
Tainan,15215
Taipei,29528
Taitung,1441
Taoyuan City,22926
Unknown,3181
Yilan,2455
Yunlin,3944
