Location name,Amount spent (MYR)
Johor,269
Kedah,198
Kelantan,≤100
Kuala Lumpur,422
Labuan,≤100
Malacca,≤100
Negeri Sembilan,115
Pahang,207
Penang,123
Perak,205
Perlis,≤100
Putrajaya,≤100
Sabah,242
Sarawak,142
Selangor,609
Terengganu,252
