Location name,Amount spent (NOK)
Akershus,9202
Aust-Agder,1539
Buskerud,4236
Finnmark,1101
Hedmark,3183
Hordaland,7889
Møre og Romsdal,4395
Nord-Trøndelag,1900
Nordland,3909
Oppland,2967
Oslo,11708
Rogaland,5254
Sogn og Fjordane,1403
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,6388
Telemark,2714
Troms,3089
Unknown,≤100
Vest-Agder,2925
Vestfold,3396
Østfold,4761
