Location name,Amount spent (TWD)
Changhua,6212
Chiayi,1916
Hsinchu,3392
Hsinchu City,5725
Hualien,2740
Kaohsiung,22692
Keelung City,2745
Kinmen,466
Lienchiang,≤100
Miaoli,3560
Nantou,2793
New Taipei City,34910
Penghu,448
Pingtung,4073
Taichung,24888
Tainan,16000
Taipei,26314
Taitung,1416
Taoyuan City,22633
Unknown,2917
Yilan,2354
Yunlin,4016
