Location name,Amount spent (CAD)
Alberta,20432
British Columbia,9380
Manitoba,3085
New Brunswick,930
Newfoundland and Labrador,869
Northwest Territories,136
Nova Scotia,1354
Nunavut,107
Ontario,24627
Prince Edward Island,265
Quebec,12874
Saskatchewan,2942
Unknown,372
Yukon,≤100
