Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
555503991321280,Geraldine Roman,Sulong Pilipinas,9177,4
112787397193011,Gov Luigi Villafuerte,Sarah Jane Toralba,6468,2
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,6144,6
402678916424621,Province of CamSur,Sarah Jane Toralba,5274,2
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,4762,6
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",4730,3
969917173120995,Susan Yap,Sulong Pilipinas,3472,4
109322002065194,EKIS,EKIS,2797,21
701517253228758,DOSTv,DOSTv,2547,8
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2208,1
101382091400564,Atty. Tony Roman,Sulong Pilipinas,2093,1
547821942058909,Pilipinas Today,WFPH,1990,21
156752721080952,Sonny Angara,Sonny Angara,1697,3
100667769054642,Buildbetterph Supporters,Clutchmedia PH,1511,2
269175894020945,Pilipinas Today,WFPH,1468,16
1566478310240623,Francis Tolentino,Francis Tolentino PH,1380,10
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1330,4
2101088876594734,MBS- Senior Deputy Speaker DOY Leachon,Ronalee Escondo Leachon,1307,9
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1222,3
739629346154083,BJ Biron,Prometheus,1149,1
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,1113,8
100468663065647,QC Green Awards,These ads ran without a disclaimer,1108,1
104955062184489,BBM Movement,UEEI Consorcia Inc,1105,2
330818486937353,John Dalipe - Page,John Dalipe - Page,1070,3
112952897079549,Energy Development Corporation,Energy Development Corporation,1050,9
1535594466686140,Aboitiz,Aboitiz,1020,1
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,1019,1
509834572400899,Nancy Binay,Maria Lourdes Nancy Binay Angeles,1018,2
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1005,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,991,4
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,931,3
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,901,8
109867628173478,Ronin Leviste,Marizelle Villanueva Cereneo,900,16
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,881,4
163550757135020,News5,News5,858,3
325780477966356,Geo 24/7,Energy Development Corporation,829,5
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,810,28
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,779,3
186667502068528,Larry De Costa,WFPH,742,11
