Page ID,Page name,Disclaimer,Amount spent (AED),Number of ads in Library
105584695644716,Silver Eagle,These ads ran without a disclaimer,137,7
1534982756793690,Foodvisor,These ads ran without a disclaimer,≤100,1
108032181861181,SUNO TV,These ads ran without a disclaimer,≤100,1
156515867722292,PICS Telecom International,These ads ran without a disclaimer,≤100,2
110457648458821,ريم بنت الوليد بن طلال للمساعدات الإنسانية والخيرية,These ads ran without a disclaimer,≤100,1
516540185063161,MIGAL Galilee Research Institute,These ads ran without a disclaimer,≤100,2
106645238979798,discover.emirates,These ads ran without a disclaimer,≤100,1
104329295837469,عبدا لستارگجر,These ads ran without a disclaimer,≤100,1
151409322217001,Berlin School of Business & Innovation - BSBI,These ads ran without a disclaimer,≤100,2
1834711490185155,Турецкий язык по скайпу от Анны Боровской,These ads ran without a disclaimer,≤100,1
109256524011547,Friends of Palestine,These ads ran without a disclaimer,≤100,1
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,1
138533198351336,bogdan_gerasymeniuk,These ads ran without a disclaimer,≤100,1
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,1
108129608011565,Singapore Nanjing Eco Hi-tech Island,These ads ran without a disclaimer,≤100,1
105675589097240,Clean Earth Solar,These ads ran without a disclaimer,≤100,1
915656035153394,Oceanites,These ads ran without a disclaimer,≤100,1
107257035486242,Airspace World - by CANSO,These ads ran without a disclaimer,≤100,1
9394693002,Bloomberg,These ads ran without a disclaimer,≤100,2
109113120512808,हरियाणवी STAGE,These ads ran without a disclaimer,≤100,1
2012335815560661,Creative Society. Созидательное Общество,These ads ran without a disclaimer,≤100,1
107192228700493,dj.d_photography,These ads ran without a disclaimer,≤100,1
1175630379148974,China Xinhua Sci-Tech,These ads ran without a disclaimer,≤100,2
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
102006081505076,luxury_endless,These ads ran without a disclaimer,≤100,1
524681374250147,Bayt Al Hikmah,These ads ran without a disclaimer,≤100,1
108317544170945,erik.light,These ads ran without a disclaimer,≤100,1
