Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
703368406666619,Vox Populi HN,Vox Populi HN,4176,2
112724021787834,Por Nuestros Hijos,Con Mis Hijos No Te Metas HN,1250,5
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,976,1
1392592317738074,Jorge Cálix,Jorge Cálix,862,5
114601521910,Jorge Aldana,Jorge  Aldana,809,7
1619479898324505,Partido Liberal de Honduras,Partido Liberal de Honduras,530,2
110882925332549,Yani Rosenthal,Yani Benjamin Rosenthal Hidalgo,367,1
158158757637896,Alianza Paz y Justicia,Alianza Paz y Justicia,207,1
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,186,1
104111364355253,Diario Paradigma,Fredy Ordoñez Flores,≤100,1
459107311130639,Dr. Luther Harry,Dr. Luther Harry,≤100,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,1
103825695591860,Josue Colindres Diputado,Johana Elizabeth Colindres Castellanos,≤100,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),≤100,1
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,1
116895784738308,Visión Inmobiliaria,These ads ran without a disclaimer,≤100,1
479285342097950,AeroTime,These ads ran without a disclaimer,≤100,1
405992869868497,Situary,These ads ran without a disclaimer,≤100,1
1548871702035547,Університет імені Альфреда Нобеля,These ads ran without a disclaimer,≤100,1
556475357727793,World Organisation for Animal Health,These ads ran without a disclaimer,≤100,1
218798922334223,COFCO,These ads ran without a disclaimer,≤100,1
110205035067390,Transmutando Energías,These ads ran without a disclaimer,≤100,1
