Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,6484,158
213476079972,Essential Workers Deserve Better,Mark Morey,4689,42
177072498997234,NSW Electoral Commission,NSW Electoral Commission,3757,24
10113538711,WWF-Australia,WWF-Australia,2080,27
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,1785,33
182564410468,Australia for UNHCR,Australia for UNHCR,1619,108
1776727752614025,Glencore,Glencore Australia,1254,8
8422338499,The Wilderness Society,The Wilderness Society,1185,133
102329728050606,From the Heart,Cape York Institute,1034,12
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,994,11
447447719391089,Health Care Providers Association,Health Care Providers Association,985,10
92824008332,Plan International Australia,Plan International Australia,960,22
101589645013040,Thrive by Five,Thrive By Five,903,10
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,882,19
219798558043441,Humpty Dumpty Foundation,Humpty Dumpty Foundation,849,4
308746806571901,Advance Australia,Advance Australia,816,60
352953834815624,Jason Wood MP,Jason Wood MP,749,9
107113675572590,Dirty Dozen,Solutions for Australia,741,24
117241141903,Barnardos Australia,Barnardos Australia,740,10
101791315693,Destiny Rescue,Destiny Rescue,646,24
710266392358023,Future Super,Future Super,624,7
373523642668552,Energy - Queensland,Department of Energy and Public Works,612,31
89794331215,Oxfam,Oxfam Australia,587,102
161854162881,Greenfleet,Greenfleet,499,24
345960425540557,The Climate Council,The Climate Council,463,100
299753643444311,AEC,Australian Electoral Commission,424,25
157812980921536,Environmental Defenders Office,Environmental Defenders Office,422,63
494820897261439,Bank Australia,Bank Australia,383,40
231952773568442,Berry Street,Berry Street,378,5
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,355,13
104910384328602,Binge,Streamotion Pty Ltd,339,7
121201504755819,Animal Justice Party AJP Victoria,Animal Justice Party,305,9
59024478936,Monash University,Monash University,303,18
316480331783930,Australian Unions,Australian Unions,284,42
231341250224498,Australian Ethical Investment,Australian Ethical Investment,274,70
952274664938382,Phillip Thompson OAM MP - Serving Our Community,Philip Bruce Thompson,272,2
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,268,5
329777267205680,ACT Government,ACT Government,264,14
281530749293959,Rainforest 4,Rainforest 4 Foundation Ltd,264,4
275866669090583,South Australian Liberal Party,South Australian Liberals,262,3
694832627392516,Prime Super,Prime Super,262,135
504855933190931,Time for Change - Change Aged Care,United Workers Union,247,60
159487260807787,Tindo Solar,Tindo Solar,241,2
68280472472,Queensland Conservation Council,Queensland Conservation Council,225,8
10852627380,World Animal Protection Australia,World Animal Protection Australia,221,4
200819325600,ActionAid Australia,ActionAid Australia,212,23
575557119153505,Department of Planning and Environment,"NSW Department of Planning, Industry and Environment",209,7
192720571652271,Refinery29 Australia,Pedestrian Group,205,3
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),205,10
22936848857,Institute of Public Affairs,Institute of Public Affairs,202,4
327169760731815,Luke Gosling MP,Luke Gosling MP,199,8
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,188,5
100317645636097,UniSuper,UniSuper,188,7
581606621934473,International Justice Mission,IJM Australia with Facebook ad credits,187,4
113606643816829,Round Theory Wines,Round Theory Wines,185,4
157481181070130,Indigenous Employment Australia,Access,184,82
105084998845350,BPH Energy,BPH ENERGY LTD,181,45
1090309537707529,National Justice Project,National Justice Project,175,25
166663303514630,Musicians Australia,Musicians Australia,169,4
272757739102,Engineers Australia,Engineers Australia,165,7
156271657717715,Nature NSW,Nature Conservation Council of NSW,157,10
8013404017,Crikey,Private Media,155,7
367759967036315,Dr David Honey MLA,Dr David Honey MLA,153,5
108381455902627,Australian Christian Lobby,Australian Christian Lobby,151,9
106791108597531,Future of Local Government Review - Tasmanian Government,Department of Premier and Cabinet,139,2
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,132,15
100356216050100,Family First Party Australia,Family First Party Australia Ltd,127,2
149648047339,Save the Children Australia,Save the Children Australia,126,4
104946487519114,Hon Nick Goiran MLC,Office of Hon Nick Goiran MLC,115,1
