Location name,Amount spent (CHF)
Aargau,317
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,326
Basel-Landschaft,125
Bern,435
Canton of Geneva,285
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,229
Fribourg,228
Graubünden,≤100
Jura,≤100
Luzern,204
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,128
Thurgau,119
Ticino,162
Unknown,≤100
Uri,≤100
Valais,167
Vaud,350
Zug,≤100
Zürich,1058
