Location name,Amount spent (USD)
Alabama,9608
Alaska,2203
American Samoa,≤100
Arizona,30482
Arkansas,6079
California,95575
Colorado,14508
Connecticut,7779
Delaware,2466
Florida,54932
Georgia,30245
Guam,112
Hawaii,2721
Idaho,4850
Illinois,26567
Indiana,16963
Iowa,11821
Kansas,8125
Kentucky,10232
Louisiana,25611
Maine,6226
Maryland,23399
Massachusetts,17348
Michigan,32439
Minnesota,11978
Mississippi,8358
Missouri,16626
Montana,3568
Nebraska,3855
Nevada,7874
New Hampshire,3371
New Jersey,26471
New Mexico,5989
New York,52969
North Carolina,26578
North Dakota,1794
Northern Mariana Islands,≤100
Ohio,29860
Oklahoma,10530
Oregon,17394
Pennsylvania,42721
Puerto Rico,≤100
Rhode Island,3009
South Carolina,9359
South Dakota,1518
Tennessee,14370
Texas,77919
Unknown,≤100
Utah,8145
Vermont,1729
Virgin Islands (U.S.),≤100
Virginia,28754
Washington,29212
"Washington, District of Columbia",16217
West Virginia,5657
Wisconsin,17728
Wyoming,1225
