Location name,Amount spent (VND)
An Giang Province,12569
Bà Rịa–Vũng Tàu Province,33025
Bình Dương Province,77859
Bình Phước Province,6450
Bình Thuận Province,5898
Bình Định Province,15097
Bạc Liêu Province,3474
Bắc Giang Province,32912
Bắc Kạn Province,228
Bắc Ninh Province,25805
Bến Tre Province,4799
Cao Bằng Province,1242
Cà Mau Province,7531
Cần Thơ,11300
Da Nang,53695
Gia Lai Province,5678
Haiphong,49222
Ho Chi Minh City,537776
Hà Giang Province,655
Hà Nam Province,1693
Hà Tĩnh Province,9993
Hòa Bình Province,7254
Hưng Yên Province,15729
Hải Dương Province,29635
Hậu Giang Province,5461
Khánh Hòa Province,75103
Kiên Giang Province,11445
Kon Tum Province,14368
Lai Châu Province,≤100
Long An Province,4439
Lào Cai Province,3594
Lâm Đồng Province,26080
Lạng Sơn Province,1897
Nam Định Province,7056
Nghệ An Province,18613
Ninh Bình Province,4062
Ninh Thuận Province,2170
Phú Thọ Province,10417
Phú Yên Province,6881
Quảng Bình Province,5339
Quảng Nam Province,19091
Quảng Ngãi Province,7208
Quảng Ninh Province,23497
Quảng Trị Province,3483
Sóc Trăng Province,11423
Sơn La Province,2332
Thanh Hóa Province,43037
Thái Bình Province,9778
Thái Nguyên Province,7882
Thừa Thiên–Huế Province,20873
Tiền Giang Province,53428
Trà Vinh Province,4026
Tuyên Quang Province,7909
Tây Ninh Province,8256
Vĩnh Long Province,5670
Vĩnh Phúc Province,10937
Yên Bái Province,2860
Điện Biên Province,3662
Đắk Lắk Province,15772
Đắk Nông Province,2057
Đồng Nai Province,79634
Đồng Tháp Province,10730
