Location name,Amount spent (CLP)
Antofagasta Region,82688
Araucanía Region,85562
Arica y Parinacota Region,24307
Atacama Region,36737
Aysén Region,9537
Bío Bío Region,170331
Coquimbo Region,104545
Los Lagos Region,153458
Los Ríos Region,38707
Magallanes y la Antártica Chilena Region,25454
Maule Region,78306
O'Higgins Region,90041
Santiago Metropolitan Region,1088264
Tarapacá Region,50771
Unknown,≤100
Valparaíso Region,208784
