Location name,Amount spent (NZD)
Auckland Region,2753
Bay of Plenty Region,503
Canterbury,1088
Cook Islands,≤100
Gisborne District,≤100
Hawke's Bay,344
Manawatu-Wanganui,401
Marlborough Region,≤100
Nelson Province,118
Niue,≤100
Northland Region,335
Otago,393
Southland,154
Taranaki,209
Tasman District,≤100
Unknown,≤100
Waikato,792
Wellington Region,869
West Coast,≤100
