Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
108032181861181,Suno News HD,Suno News HD,22517,14
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶,18723,38
111021638285303,Chaudhry Aurangzeb,Chaudhry Aurangzeb,7242,16
200480966638039,Supremacy 1914,These ads ran without a disclaimer,5847,2
108727162154282,Azhar Iqbal,Azhar Iqbal,5383,2
171980796153771,Siraj ul Haq,Siraj ul Haq,5302,7
105412451500076,Mian Hassan Yousaf,Mian Hassan Yousaf,4384,4
448981518645687,Chaudhary Shahid Bashir,Chaudhary Shahid Bashir,3809,5
297692071292,"AL Khawarizmi Institute of Computer science, UET Lahore",These ads ran without a disclaimer,3665,1
1984101831869501,Shah Nawaz PTI,Shah Nawaz PTI,3655,5
752811734912220,Daikhna Paray Ga,Daikhna Paray Ga,3267,2
104901805715054,Syeda Rubina Zahra Gardezi,Syeda Rubina Zahra Gardezi,3105,11
108565615516793,Ch Usman Ahmad Warraich-pp229,Usman Ahmad Warraich,2958,1
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",2938,2
109493084543028,Four Corners with Tarar,NEXT TV,2755,1
107739801980383,Karachi Stories,Karachi Stories,2623,1
330546873795572,Mehar Muhammad Saleem Ex MPA,Mehar Muhammad Saleem Ex MPA,2225,4
101007071249939,Ansir Mehmood Sandhu,Ansir Mehmood Sandhu,1951,1
2086750308293510,Taftishi,Taftishi,1695,2
977981842265214,Pukaar,Pukaar,1582,3
112611718401040,Pakistan Markazi Muslim League - Karachi,Pakistan Markazi Muslim League - Karachi,1311,2
1057231097783621,Karachi Airport Lions Eye Bank,Anas Shakeel,1250,1
122578684096711,Usman Ahmad Bhatti,Haider Munir,1248,2
226676821389498,Engr. Muhammad Atif Imran,Engr. Muhammad Atif Imran,1034,1
103767962366726,Mehar Tariq Sajjad MPA PP116,Muhammad Umar,981,1
1706863532970589,Nasir Hashmi,Osama Rehman Butt,869,3
113870800131466,H.I Allama Raja Nasir Abbas Jafri,Muhammad Dilawar,830,3
1114193285282308,Abdullah Khan Dummer,Abdullah Khan Dummer,795,3
106054388545697,Ch Khushi Muhammad Jutt,Ch Khushi Muhammad Jutt,785,2
242670735745253,Pakistan Poverty Alleviation Fund,Mercury Transformations,775,1
101160702224736,White News,White News,751,3
454861291360688,Asim Khan,Abdur Rahman Sherin,696,2
1134052756655607,Palfinger,These ads ran without a disclaimer,639,1
111791888503468,Hafiz Shahid Ghug,Hamza Sharif,630,1
10606591490,TIME,These ads ran without a disclaimer,566,2
234578749895304,Relief Foundation International,Relief Foundation International,529,1
110744388005630,Arbaz Raza Bhutta,Arbaz Raza Bhutta,521,3
312736868781586,Albader Darbar Qadria Fazlia,Albader Darbar Qadria Fazlia,520,1
457514774319202,White News پښتو,White News پښتو,500,1
120437430938970,Syed Mohammad Kirmani,Syed Mohammad Kirmani,409,1
102928454920642,Barrister Adil Rafi Cheema,Aiksol,385,1
108876282120706,Qazi Shafiq,Qazi Shafiq,375,1
109156681659879,Rao Abdur Rehman Khan Official,Rao Abdur Rehman Khan Official,366,1
352348868792374,PCSIR CM&FT Centre DASKA,These ads ran without a disclaimer,341,1
507921759310074,Barrister Malik Jamshed Ghias,Shahbaz Nawaz,333,1
273161129539624,Khalid Javed Warraich,Khalid Javed Warraich,293,1
109002920674367,Ali Raza,Ali Raza,292,1
196186547486631,Mahr Mohsin Raza,Mahr Mohsin Raza,291,1
102830746104447,AIOM,These ads ran without a disclaimer,272,1
102260145401481,Muhammad Faiq Shah,Amun Taraqqi Party,258,1
389438921109161,Touseef Abbasi,Touseef Abbasi,243,3
1221551921269506,Mahar Sajjad Cheena,Mahar Sajjad Cheena,217,2
113578877760214,Shahid Khan,Shahid Khan,209,2
189862017869223,Rai Allah Nawaz PP 101,Rai Allah Nawaz pp 101,180,1
106429308893380,One Nation,One Nation,169,1
1862467990707098,Nasir Rahim Lodhi,Nasir Rahim Lodhi,166,1
121418514213128,Bilawal Khan Bhatti,Adil Zaman Tahir,149,1
1035008640007063,Muhammad Siddique Afridi ANP PK-76,These ads ran without a disclaimer,147,1
110483143839893,Ahmed Abbasi,These ads ran without a disclaimer,143,1
112798094791155,Syed Ali Jafri Official,These ads ran without a disclaimer,142,1
1926855520925737,Malik Bilawal Awan,These ads ran without a disclaimer,138,1
451802268196520,Aniq Randhawa,Aniq Randhawa,130,1
105690462092880,MM News Videos,MM Digital PVT LTD,127,1
101080725159933,Allama Shabbir Hasan Maisami,Allama Shabbir Hasan Maisami,108,1
100192166133172,Nasreen Palijo- PPP,Muhammad Ashir,≤100,1
104699294839888,Pakistan Tribune,Pakistan Tribune,≤100,1
104436439281390,sid_is_dis_47,These ads ran without a disclaimer,≤100,1
423609701387941,Peachbruh,These ads ran without a disclaimer,≤100,3
108802698767268,Apna Depalpur,These ads ran without a disclaimer,≤100,1
440848879265439,Vocational Training Institute for Women- Buffer Zone,These ads ran without a disclaimer,≤100,1
115319731438873,Hill Talks,These ads ran without a disclaimer,≤100,1
821430017924241,Sungrow,These ads ran without a disclaimer,≤100,1
105986175239619,Sea Creature Love,These ads ran without a disclaimer,≤100,5
110360188413456,Up to celebz,These ads ran without a disclaimer,≤100,1
75608370019,United States Institute of Peace,These ads ran without a disclaimer,≤100,1
102451292793140,TT-52,These ads ran without a disclaimer,≤100,1
103083211820527,Our Funny Little Site Family,These ads ran without a disclaimer,≤100,1
102712641857828,Our Funny Little Site Studio,These ads ran without a disclaimer,≤100,1
109039714868462,Aaaaaaaaaaaaaaaaaaaa_01_M206,These ads ran without a disclaimer,≤100,1
105424968951147,Book5281-Reader,These ads ran without a disclaimer,≤100,1
101388509327100,Extra famous,These ads ran without a disclaimer,≤100,3
109755664976719,Ginger's Notebook,These ads ran without a disclaimer,≤100,1
105900552270698,Sofia Adara,These ads ran without a disclaimer,≤100,1
100408139141307,Concerts Lovers,These ads ran without a disclaimer,≤100,1
100525605800075,Meet and Greet,These ads ran without a disclaimer,≤100,3
478297078923452,Big Easy Believer,These ads ran without a disclaimer,≤100,3
106824494733100,Simbaly - Lifestyle,These ads ran without a disclaimer,≤100,1
101335125357095,Czapp,These ads ran without a disclaimer,≤100,1
72149536933,SKF,These ads ran without a disclaimer,≤100,1
8002590959,Rainforest Action Network - RAN,These ads ran without a disclaimer,≤100,4
114059738239800,GT News,These ads ran without a disclaimer,≤100,1
