Page ID,Page name,Disclaimer,Amount spent (BSD),Number of ads in Library
1025152104235573,Team Cooper - Chester Cooper,Isaac Chester Cooper,≤100,1
1471805236364644,Tourism Today Bahamas,These ads ran without a disclaimer,≤100,1
1196196390526965,Facebook Surveys,These ads ran without a disclaimer,≤100,2
